,0,3OH10,chitooctaose,self,sflg,smock,snlp,sOGs,spep
93,AT1G05675,1,0,0,1,0,1,1,1
94,AT1G05680,1,0,0,1,0,1,1,1
95,AT1G05700,0,0,1,0,0,0,0,0
96,AT1G05710,0,0,0,1,0,1,0,0
97,AT1G05805,0,0,0,1,0,0,0,0
98,AT1G05880,0,0,1,1,0,0,1,0
99,AT1G05894,0,0,0,0,0,1,0,0
100,AT1G06050,0,0,0,1,0,1,0,0
101,AT1G06148,0,0,0,1,0,1,0,1
102,AT1G06160,0,0,0,0,0,1,0,1
103,AT1G06180,1,0,1,0,0,1,1,1
104,AT1G06310,0,0,0,0,0,1,0,0
105,AT1G06390,0,0,0,1,0,0,0,0
106,AT1G06515,0,0,0,1,0,0,0,0
107,AT1G06520,0,0,0,1,0,1,0,0
108,AT1G06540,1,0,1,1,0,0,0,1
109,AT1G06550,0,0,0,1,0,0,0,0
110,AT1G06570,0,0,0,1,0,0,0,0
111,AT1G06620,0,0,0,1,0,0,0,1
112,AT1G06770,0,0,0,1,0,0,0,0
113,AT1G06800,0,0,0,0,0,1,0,0
114,AT1G06830,0,0,1,1,0,1,0,1
115,AT1G06840,0,0,0,1,0,0,0,1
116,AT1G07000,0,0,1,1,0,1,1,1
117,AT1G07020,0,0,0,1,0,0,0,0
118,AT1G07030,0,0,0,1,0,0,0,0
119,AT1G07128,0,0,0,1,0,1,0,1
120,AT1G07130,0,0,0,1,0,1,0,1
121,AT1G07135,0,0,0,1,0,1,0,0
122,AT1G07160,1,0,1,1,0,1,0,1
123,AT1G07175,0,0,0,1,0,0,0,0
124,AT1G07240,0,0,0,1,0,1,0,1
125,AT1G07310,0,0,0,1,0,0,0,0
126,AT1G07400,1,1,1,1,0,1,1,1
127,AT1G07430,0,0,1,0,0,1,1,0
128,AT1G07570,0,0,0,1,0,0,0,0
129,AT1G07620,1,0,1,1,0,1,1,1
130,AT1G07630,0,0,1,1,0,1,0,1
131,AT1G07640,0,0,1,0,0,0,0,0
132,AT1G07650,0,0,0,0,0,0,0,1
133,AT1G07670,0,0,1,1,0,0,0,1
134,AT1G07728,0,0,0,0,0,1,0,0
135,AT1G07880,0,0,0,1,0,1,1,0
136,AT1G07885,0,0,1,1,0,0,0,0
137,AT1G07890,0,0,1,1,0,1,1,1
138,AT1G07900,0,0,0,1,0,1,1,1
139,AT1G07901,0,0,0,1,0,0,0,0
140,AT1G07960,0,0,0,1,0,0,0,0
141,AT1G08050,1,0,1,1,0,1,1,1
142,AT1G08230,0,0,0,0,0,1,1,1
143,AT1G08250,0,0,1,1,0,1,1,1
144,AT1G08290,0,0,0,0,0,0,0,1
145,AT1G08310,0,0,0,1,0,0,0,0
146,AT1G08315,0,0,0,1,0,0,0,0
147,AT1G08370,0,0,0,1,0,0,0,0
148,AT1G08430,0,1,0,0,0,0,0,0
149,AT1G08450,1,1,1,1,0,1,0,1
150,AT1G08630,0,0,0,1,0,1,0,1
151,AT1G08730,0,0,0,0,0,1,0,0
152,AT1G08820,0,0,0,1,0,0,0,0
153,AT1G08830,0,0,0,1,0,1,1,1
154,AT1G08860,0,0,0,0,0,1,0,0
155,AT1G08930,0,0,0,1,0,1,0,0
156,AT1G08940,0,0,1,1,0,1,1,1
157,AT1G09070,0,0,0,1,0,0,0,0
158,AT1G09080,1,1,1,1,0,1,1,1
159,AT1G09140,0,0,0,1,0,0,0,0
160,AT1G09180,0,0,1,1,0,1,0,1
161,AT1G09195,0,0,1,0,0,0,0,0
162,AT1G09210,0,1,1,1,0,1,1,1
163,AT1G09330,0,0,0,1,0,0,0,0
164,AT1G09430,0,0,1,1,0,0,0,0
165,AT1G09480,0,0,0,1,0,1,0,1
166,AT1G09490,0,0,0,1,0,0,0,0
167,AT1G09500,0,0,0,1,0,1,1,1
168,AT1G09530,0,0,1,0,0,0,0,1
169,AT1G09540,0,0,0,0,0,1,0,0
170,AT1G09560,1,0,1,1,0,1,1,1
171,AT1G09630,0,0,0,1,0,0,0,0
172,AT1G09645,0,0,0,1,0,1,0,0
173,AT1G09650,0,0,0,0,0,1,0,0
174,AT1G09794,0,0,1,1,0,0,0,0
175,AT1G09920,0,0,0,1,0,0,0,0
176,AT1G09932,1,1,1,1,0,1,1,1
177,AT1G09940,0,0,0,1,0,1,0,0
178,AT1G09970,0,0,1,1,0,1,0,1
179,AT1G10040,0,0,0,1,0,1,0,0
180,AT1G10050,0,0,0,1,0,1,0,1
181,AT1G10070,0,0,0,1,0,1,0,1
182,AT1G10110,0,0,0,0,0,1,0,0
183,AT1G10140,0,0,0,1,0,1,0,1
184,AT1G10250,1,0,0,0,0,0,0,0
185,AT1G10280,0,0,0,1,0,0,0,0
186,AT1G10290,0,0,0,1,0,0,0,0
187,AT1G10340,0,0,1,1,0,0,1,0
188,AT1G10370,0,0,1,1,0,1,1,1
189,AT1G10385,0,0,0,0,0,1,0,0
190,AT1G10400,0,0,1,0,0,0,0,0
191,AT1G10410,0,0,1,1,0,1,1,1
192,AT1G10417,1,0,1,1,0,1,1,1
193,AT1G10560,0,0,0,1,0,0,0,0
194,AT1G10580,0,0,0,1,0,1,0,1
195,AT1G10585,1,0,1,1,0,1,1,1
196,AT1G10586,0,0,0,1,0,0,0,0
197,AT1G10700,0,0,0,1,0,1,0,1
198,AT1G10720,0,0,0,1,0,0,0,0
199,AT1G10740,0,0,0,1,0,0,0,0
200,AT1G10865,0,0,0,1,0,0,0,0
201,AT1G10900,0,0,0,1,0,0,0,0
202,AT1G10990,0,0,0,1,0,1,0,0
203,AT1G11050,0,0,0,1,0,1,0,1
204,AT1G11100,0,0,1,1,0,1,0,0
205,AT1G11170,0,0,1,0,0,0,0,0
206,AT1G11185,0,0,0,1,0,0,0,0
207,AT1G11200,0,0,0,1,0,1,0,1
208,AT1G11300,0,0,0,0,0,1,0,0
209,AT1G11310,0,0,1,1,0,1,0,1
210,AT1G11330,0,0,0,0,0,1,0,1
211,AT1G11362,0,0,1,1,0,0,0,0
212,AT1G11370,0,0,0,1,0,0,0,0
213,AT1G11890,0,0,1,1,0,1,0,0
214,AT1G11905,0,0,0,1,0,1,0,0
215,AT1G11920,0,0,0,1,0,1,1,0
216,AT1G11925,0,0,0,1,0,0,0,1
217,AT1G12030,0,0,1,1,0,1,0,0
218,AT1G12200,0,0,0,1,0,1,1,1
219,AT1G12360,0,0,0,1,0,0,0,0
220,AT1G12520,0,0,0,1,0,0,0,0
221,AT1G12580,0,0,0,1,0,0,0,0
222,AT1G12640,0,0,0,1,0,0,0,0
223,AT1G12670,0,0,1,0,0,0,0,0
224,AT1G12760,0,0,0,1,0,1,0,0
225,AT1G12940,1,0,1,1,0,1,0,0
226,AT1G13000,0,0,0,1,0,1,0,0
227,AT1G13080,0,0,1,1,0,0,0,0
228,AT1G13100,0,0,0,1,0,0,0,0
229,AT1G13110,0,0,1,1,0,1,0,0
230,AT1G13180,0,0,0,1,0,0,0,0
231,AT1G13210,0,0,0,1,0,1,0,1
232,AT1G13260,0,0,0,1,0,0,0,0
233,AT1G13300,0,0,1,0,0,0,0,0
234,AT1G13340,0,0,1,1,0,1,1,1
235,AT1G13360,0,0,0,1,0,0,0,0
236,AT1G13370,0,0,0,0,0,1,0,0
237,AT1G13430,0,0,0,0,0,0,1,0
238,AT1G13470,1,1,1,0,0,1,1,1
239,AT1G13480,1,0,1,1,0,1,1,1
240,AT1G13500,0,0,0,0,0,1,1,0
241,AT1G13520,0,0,1,1,0,1,1,1
242,AT1G13530,0,0,1,1,0,1,0,0
243,AT1G13540,1,0,1,1,0,0,1,0
244,AT1G13550,1,0,1,1,0,1,1,0
245,AT1G13580,0,0,0,1,0,0,0,0
246,AT1G13590,0,0,1,1,0,0,0,0
247,AT1G13830,0,0,1,0,0,1,0,0
248,AT1G13960,0,0,0,1,0,0,0,0
249,AT1G13990,0,0,1,1,0,1,1,1
250,AT1G14000,0,0,0,1,0,0,0,0
251,AT1G14010,0,0,1,1,0,0,0,0
252,AT1G14020,0,0,0,1,0,0,0,0
253,AT1G14040,0,0,0,0,0,0,0,1
254,AT1G14170,0,0,1,1,0,1,0,1
255,AT1G14200,0,0,0,1,0,1,0,1
256,AT1G14260,0,0,0,1,0,1,0,1
257,AT1G14330,0,0,0,1,0,1,0,1
258,AT1G14360,0,0,1,1,0,1,1,1
259,AT1G14370,0,0,1,1,0,1,0,1
260,AT1G14420,0,0,0,0,0,1,0,0
261,AT1G14455,0,0,0,1,0,0,0,0
262,AT1G14510,0,0,0,1,0,0,0,0
263,AT1G14540,1,0,1,1,0,1,1,1
264,AT1G14550,0,0,1,1,0,1,1,1
265,AT1G14640,0,0,0,1,0,0,0,1
266,AT1G14642,0,0,0,1,0,0,0,1
267,AT1G14730,0,0,0,1,0,1,0,0
268,AT1G14740,0,0,0,1,0,0,0,0
269,AT1G14780,0,0,1,1,0,0,0,0
270,AT1G14870,1,0,1,1,0,1,1,1
271,AT1G14880,0,0,0,0,0,1,0,0
272,AT1G15040,0,0,0,1,0,0,0,1
273,AT1G15050,0,0,0,0,0,1,0,0
274,AT1G15110,0,0,0,0,0,1,0,1
275,AT1G15125,0,0,0,1,0,1,0,1
276,AT1G15190,0,0,0,1,0,1,0,0
277,AT1G15270,0,0,0,0,0,1,0,0
278,AT1G15330,0,0,0,0,0,0,0,1
279,AT1G15350,0,0,1,1,0,0,0,0
280,AT1G15385,0,0,0,0,0,0,0,1
281,AT1G15400,0,0,0,1,0,0,0,0
282,AT1G15415,0,0,1,1,0,1,1,1
283,AT1G15430,0,0,1,1,0,1,0,1
284,AT1G15460,0,0,0,0,0,1,0,0
285,AT1G15520,1,0,1,1,0,1,1,1
286,AT1G15530,0,0,0,1,0,1,0,0
287,AT1G15670,0,0,1,1,0,1,0,1
288,AT1G15780,0,0,0,1,0,0,0,0
289,AT1G15790,0,0,1,1,0,1,1,1
290,AT1G15800,0,0,0,1,0,0,0,0
291,AT1G15880,0,0,0,1,0,0,0,0
292,AT1G15890,0,0,0,1,0,1,0,1
293,AT1G15900,0,0,0,0,0,1,0,0
294,AT1G15950,0,0,0,1,0,0,0,0
295,AT1G16090,1,0,0,1,0,1,0,0
296,AT1G16110,0,0,1,1,0,0,0,0
297,AT1G16120,0,0,0,0,0,1,0,0
298,AT1G16130,0,0,1,1,0,1,0,1
299,AT1G16140,0,0,0,0,0,1,0,0
300,AT1G16150,0,0,1,1,0,1,1,0
301,AT1G16160,0,0,0,1,0,0,0,1
302,AT1G16260,0,0,0,0,0,0,0,1
303,AT1G16300,0,0,0,1,0,1,0,0
304,AT1G16420,1,0,1,1,0,1,1,1
305,AT1G16520,0,0,0,0,0,1,0,0
306,AT1G16540,0,0,0,1,0,1,0,1
307,AT1G16670,0,0,1,1,0,1,0,1
308,AT1G16905,0,0,0,0,0,1,0,0
309,AT1G17020,0,0,0,0,0,1,1,1
310,AT1G17030,0,0,0,0,0,1,0,0
311,AT1G17060,0,0,1,1,0,0,0,0
312,AT1G17147,0,0,0,1,0,1,0,1
313,AT1G17170,1,0,1,1,0,1,1,1
314,AT1G17180,1,0,0,1,0,1,0,1
315,AT1G17230,0,0,0,1,0,0,0,0
316,AT1G17240,0,0,0,1,0,0,0,0
317,AT1G17285,0,0,0,1,0,0,0,0
318,AT1G17290,0,0,0,1,0,1,0,1
319,AT1G17330,0,0,1,1,0,1,0,1
320,AT1G17380,0,0,0,1,0,1,0,0
321,AT1G17420,0,0,0,1,0,0,0,0
322,AT1G17540,0,0,0,0,0,1,0,0
323,AT1G17600,0,0,0,0,0,0,0,1
324,AT1G17610,0,0,0,0,0,0,1,0
325,AT1G17710,0,0,0,1,0,0,0,0
326,AT1G17744,0,0,0,0,0,1,0,0
327,AT1G17745,1,0,0,1,0,1,1,1
328,AT1G17750,0,0,0,0,0,0,0,1
329,AT1G17810,0,0,0,0,0,1,0,0
330,AT1G17860,0,0,1,1,0,1,0,1
331,AT1G17890,0,0,1,1,0,0,0,0
332,AT1G17990,0,0,0,0,0,1,0,0
333,AT1G18020,0,0,0,0,0,1,0,0
334,AT1G18100,1,0,0,0,0,0,0,0
335,AT1G18140,0,0,0,0,0,0,0,1
336,AT1G18160,0,0,0,1,0,0,0,0
337,AT1G18200,0,0,1,1,0,0,0,0
338,AT1G18210,0,0,1,1,0,1,1,1
339,AT1G18260,0,0,1,1,0,0,0,0
340,AT1G18290,0,0,1,1,0,1,0,1
341,AT1G18300,0,0,1,1,0,1,0,1
342,AT1G18350,0,0,0,0,0,0,0,1
343,AT1G18382,0,0,0,1,0,1,0,1
344,AT1G18390,1,0,1,1,0,1,0,1
345,AT1G18480,0,0,0,1,0,0,0,0
346,AT1G18570,1,1,1,1,0,1,1,1
347,AT1G18590,0,0,0,1,0,1,0,1
348,AT1G18830,0,0,0,1,0,1,0,0
349,AT1G18835,0,0,0,1,0,0,0,1
350,AT1G18860,0,0,1,1,0,1,0,0
351,AT1G18870,0,0,0,0,0,1,0,0
352,AT1G18890,0,0,1,1,0,1,0,1
353,AT1G18940,0,0,0,0,0,1,0,0
354,AT1G18980,0,0,0,0,0,1,0,0
355,AT1G19020,1,0,1,1,0,1,1,1
356,AT1G19130,0,0,0,1,0,1,0,0
357,AT1G19180,1,0,1,1,0,1,0,1
358,AT1G19190,0,0,0,1,0,1,0,1
359,AT1G19230,0,0,1,0,0,0,0,0
360,AT1G19250,1,0,1,1,0,1,1,0
361,AT1G19260,0,0,0,0,0,1,0,0
362,AT1G19270,0,0,0,1,0,0,0,0
363,AT1G19310,0,0,0,1,0,0,0,0
364,AT1G19320,0,0,1,1,0,0,0,1
365,AT1G19360,0,0,0,1,0,0,0,0
366,AT1G19380,0,0,1,1,0,1,1,1
367,AT1G19420,0,0,0,0,0,1,0,0
368,AT1G19490,0,0,0,1,0,0,0,0
369,AT1G19530,0,0,0,1,0,0,0,1
370,AT1G19560,0,0,0,0,0,1,0,0
371,AT1G19610,0,0,1,1,0,1,1,1
372,AT1G19670,0,0,0,0,0,0,0,1
373,AT1G19790,0,0,0,0,0,1,0,0
374,AT1G19840,0,0,0,0,0,0,0,1
375,AT1G20060,0,0,0,0,0,1,0,0
376,AT1G20080,0,0,0,0,0,1,0,0
377,AT1G20120,0,0,0,0,0,1,0,0
378,AT1G20130,0,0,0,0,0,1,0,0
379,AT1G20150,0,0,0,0,0,1,0,0
380,AT1G20180,0,0,0,0,0,1,0,0
381,AT1G20310,1,0,1,1,0,1,1,1
382,AT1G20350,0,0,1,1,0,1,0,1
383,AT1G20460,0,0,0,1,0,0,0,0
384,AT1G20490,0,0,0,0,0,0,0,1
385,AT1G20510,0,0,1,1,0,1,0,1
386,AT1G20740,0,0,0,1,0,0,0,0
387,AT1G20750,0,0,0,0,0,1,0,0
388,AT1G20780,0,0,1,1,0,0,0,1
389,AT1G20925,0,0,0,0,0,1,0,0
390,AT1G20970,0,0,0,1,0,0,0,0
391,AT1G21000,0,0,0,0,0,1,0,0
392,AT1G21010,0,0,0,1,0,0,0,0
393,AT1G21050,0,0,0,0,0,1,0,0
394,AT1G21080,0,0,1,1,0,1,0,0
395,AT1G21100,0,0,0,1,0,1,0,1
396,AT1G21110,0,0,0,1,0,1,0,1
397,AT1G21120,1,0,0,1,0,1,1,1
398,AT1G21130,0,0,0,1,0,1,0,1
399,AT1G21140,0,0,0,0,0,1,0,1
400,AT1G21210,0,0,0,0,0,1,0,0
401,AT1G21230,0,0,1,1,0,0,0,1
402,AT1G21240,1,1,1,1,0,1,1,1
403,AT1G21245,1,0,1,1,0,1,1,1
404,AT1G21250,1,1,0,0,0,1,1,1
405,AT1G21310,0,0,0,0,0,1,0,0
406,AT1G21320,0,0,1,1,0,1,1,1
407,AT1G21326,0,0,1,1,0,1,0,0
408,AT1G21370,0,0,0,1,0,0,0,0
409,AT1G21380,0,0,0,1,0,0,0,0
410,AT1G21400,0,0,1,1,0,0,0,1
411,AT1G21410,0,0,0,0,0,0,1,0
412,AT1G21450,0,0,1,1,0,1,0,1
413,AT1G21520,0,0,0,0,0,1,1,0
414,AT1G21525,0,0,0,0,0,1,0,0
415,AT1G21550,0,0,0,1,0,0,0,0
416,AT1G21670,0,0,1,1,0,0,0,0
417,AT1G21750,0,0,1,1,0,0,1,1
418,AT1G21830,0,0,1,1,0,0,0,0
419,AT1G21860,0,0,0,1,0,1,0,0
420,AT1G21900,0,0,1,1,0,1,1,1
421,AT1G22070,0,0,1,1,0,0,0,0
422,AT1G22180,0,0,0,1,0,1,0,1
423,AT1G22210,0,0,1,0,0,0,0,0
424,AT1G22240,0,0,0,0,0,1,0,1
425,AT1G22260,0,0,0,0,0,1,0,0
426,AT1G22275,0,0,0,0,0,1,0,0
427,AT1G22280,0,0,1,1,0,1,0,1
428,AT1G22400,0,0,1,1,0,1,1,1
429,AT1G22403,0,0,0,1,0,0,0,0
430,AT1G22410,0,0,1,1,0,1,1,1
431,AT1G22500,0,0,1,0,0,0,0,0
432,AT1G22650,0,0,1,1,0,0,0,0
433,AT1G22810,0,0,0,1,0,1,0,0
434,AT1G22885,0,0,0,1,0,0,0,1
435,AT1G22890,0,0,1,1,0,1,0,1
436,AT1G22900,0,0,1,1,0,1,1,0
437,AT1G22985,0,0,0,1,0,0,0,0
438,AT1G23040,0,0,1,1,0,0,1,0
439,AT1G23060,1,0,0,0,0,1,0,0
440,AT1G23120,0,0,0,1,0,0,0,0
441,AT1G23140,0,0,1,1,0,0,0,0
442,AT1G23170,0,0,1,1,0,0,0,0
443,AT1G23220,0,0,0,1,0,1,0,0
444,AT1G23390,0,0,0,1,0,0,0,0
445,AT1G23440,0,0,1,1,0,1,0,1
446,AT1G23550,1,0,1,1,0,1,1,1
447,AT1G23560,0,0,1,1,0,0,0,0
448,AT1G23710,0,0,1,1,0,1,0,1
449,AT1G23730,0,0,0,1,1,0,1,1
450,AT1G23830,0,0,0,0,0,1,0,0
451,AT1G23840,0,0,0,0,0,1,0,0
452,AT1G23850,0,0,0,1,0,1,0,1
453,AT1G23900,0,0,0,1,0,0,0,0
454,AT1G24100,0,0,0,1,0,1,0,1
455,AT1G24140,1,0,1,1,0,1,1,1
456,AT1G24145,1,1,1,1,0,1,1,1
457,AT1G24147,1,1,1,1,0,1,1,1
458,AT1G24150,0,0,0,1,0,1,0,0
459,AT1G24270,1,1,1,1,0,1,1,1
460,AT1G24280,0,0,1,0,0,0,0,0
461,AT1G24320,0,0,0,0,0,1,0,0
462,AT1G24350,0,0,0,1,0,0,0,0
463,AT1G24460,0,0,0,1,0,0,0,0
464,AT1G24570,0,0,0,0,0,1,0,0
465,AT1G24807,1,0,1,1,0,1,1,1
466,AT1G24909,1,1,1,1,0,1,1,1
467,AT1G25083,1,0,1,1,0,1,1,1
468,AT1G25155,1,1,1,1,0,1,1,1
469,AT1G25220,1,1,1,1,0,1,1,1
470,AT1G25275,0,0,0,1,0,1,0,1
471,AT1G25280,0,0,0,1,0,0,0,0
472,AT1G25370,0,0,1,1,0,1,1,1
473,AT1G25390,1,0,1,1,0,1,0,0
474,AT1G25400,0,0,1,1,0,1,0,0
475,AT1G25422,0,0,0,0,0,1,0,0
476,AT1G25460,0,0,0,1,0,0,0,0
477,AT1G25550,0,0,0,1,0,1,0,0
478,AT1G26130,0,0,1,1,0,0,0,0
479,AT1G26240,0,1,1,1,0,0,1,1
480,AT1G26380,1,1,1,1,0,1,1,1
481,AT1G26390,0,0,0,1,0,1,1,1
482,AT1G26410,1,0,1,1,0,1,1,1
483,AT1G26420,1,1,1,1,0,1,1,1
484,AT1G26558,0,0,0,0,0,0,1,0
485,AT1G26590,0,0,0,0,0,1,0,0
486,AT1G26620,0,0,0,1,0,0,0,0
487,AT1G26690,0,0,1,1,0,1,1,1
488,AT1G26730,0,0,0,1,0,0,0,1
489,AT1G26770,0,0,1,0,0,0,1,1
490,AT1G26800,0,0,0,1,0,0,0,0
491,AT1G27080,0,0,0,0,0,1,0,0
492,AT1G27100,0,0,0,1,0,0,0,0
493,AT1G27130,0,0,0,0,0,1,0,1
494,AT1G27300,0,0,0,1,0,0,0,0
495,AT1G27330,0,1,1,1,0,1,1,1
496,AT1G27350,0,0,1,1,0,1,1,1
497,AT1G27560,0,0,0,0,0,1,0,0
498,AT1G27710,0,0,1,1,0,0,0,0
499,AT1G27720,0,0,0,1,0,1,0,0
500,AT1G27730,1,0,1,1,0,1,1,1
501,AT1G27760,0,0,0,1,0,0,0,0
502,AT1G27890,0,0,1,0,0,1,0,0
503,AT1G27960,0,0,0,0,0,1,0,0
504,AT1G27980,0,0,1,1,0,0,0,1
505,AT1G28010,0,0,0,1,0,0,0,0
506,AT1G28050,0,0,0,1,0,0,0,0
507,AT1G28190,1,0,0,1,0,1,1,1
508,AT1G28230,0,0,0,1,0,1,0,0
509,AT1G28240,0,0,0,1,0,1,0,0
510,AT1G28250,0,0,0,1,0,0,0,0
511,AT1G28280,0,0,0,1,0,1,0,0
512,AT1G28370,0,0,1,1,0,1,1,1
513,AT1G28380,0,0,0,1,0,1,0,1
514,AT1G28390,0,0,1,1,0,1,0,1
515,AT1G28480,0,0,1,1,0,1,1,1
516,AT1G28540,0,0,0,0,0,1,0,0
517,AT1G28590,0,0,1,0,0,0,0,0
518,AT1G28600,0,0,0,1,0,0,0,0
519,AT1G28680,0,0,1,1,0,1,0,1
520,AT1G29020,0,0,0,0,0,1,0,0
521,AT1G29060,0,0,1,1,0,1,1,1
522,AT1G29110,0,0,0,0,0,1,0,0
523,AT1G29120,0,0,0,1,0,1,0,1
524,AT1G29150,0,0,0,1,0,0,0,0
525,AT1G29195,1,0,0,1,0,0,1,1
526,AT1G29200,0,0,0,0,0,1,0,0
527,AT1G29290,0,0,1,1,0,1,1,1
528,AT1G29310,0,0,1,1,0,1,0,1
529,AT1G29330,0,0,0,1,0,1,0,1
530,AT1G29357,0,0,0,1,0,0,0,0
531,AT1G29400,0,0,0,1,0,0,0,1
532,AT1G29490,0,0,0,0,0,1,0,0
533,AT1G29600,0,0,0,0,0,1,0,0
534,AT1G29640,0,0,1,1,0,1,1,1
535,AT1G29670,0,0,0,1,0,0,0,0
536,AT1G29690,0,0,0,1,0,1,0,1
537,AT1G29715,0,0,0,1,0,0,1,0
538,AT1G29750,0,0,0,1,0,0,0,0
539,AT1G29760,0,0,0,1,0,0,0,0
540,AT1G29860,1,0,1,1,0,1,0,1
541,AT1G29890,0,0,0,1,0,0,0,0
542,AT1G29970,0,0,0,1,0,0,0,0
543,AT1G30000,0,0,0,1,0,0,0,0
544,AT1G30110,0,0,0,1,0,0,0,0
545,AT1G30135,0,0,0,1,0,1,0,1
546,AT1G30140,0,0,0,0,0,1,0,0
547,AT1G30220,0,0,0,1,0,1,0,0
548,AT1G30270,0,0,0,1,0,1,0,1
549,AT1G30300,0,0,0,1,0,0,0,0
550,AT1G30320,0,0,1,1,0,1,0,1
551,AT1G30370,0,0,0,1,0,1,0,1
552,AT1G30410,0,0,1,0,0,0,0,0
553,AT1G30420,0,0,0,1,0,1,0,1
554,AT1G30560,0,0,0,0,0,1,0,0
555,AT1G30620,1,0,1,1,0,1,1,1
556,AT1G30640,0,0,1,1,0,0,0,1
