,0,3OH10,chitooctaose,self,sflg,smock,snlp,sOGs,spep
542,AT5G37490,0,0,0,0,0,0,1,1
543,AT5G37540,0,0,0,0,0,0,1,1
544,AT5G37770,0,0,1,1,0,0,1,1
545,AT5G38240,0,0,0,1,0,0,0,0
546,AT5G38310,0,0,0,1,0,0,0,1
547,AT5G39020,0,0,1,1,0,0,1,1
548,AT5G39030,0,0,1,0,0,0,0,0
549,AT5G39630,0,0,0,0,0,1,0,0
550,AT5G39670,0,0,1,1,0,0,1,1
551,AT5G40000,0,0,0,0,0,0,1,1
552,AT5G41400,0,0,0,1,0,0,0,0
553,AT5G41540,0,0,0,0,0,1,0,0
554,AT5G41550,0,0,0,0,0,0,1,0
555,AT5G41740,0,0,1,1,0,0,1,1
556,AT5G41750,0,0,1,1,0,0,1,1
557,AT5G42050,0,0,0,0,0,0,1,0
558,AT5G42380,0,0,1,1,0,0,1,1
559,AT5G42440,0,0,1,0,0,0,0,0
560,AT5G43520,0,0,0,0,0,0,1,1
561,AT5G43620,0,0,1,1,0,0,1,0
562,AT5G43890,0,0,0,1,0,0,1,1
563,AT5G44060,0,0,1,1,0,0,1,1
564,AT5G44350,0,0,0,1,0,0,1,1
565,AT5G44568,0,0,1,0,0,0,1,0
566,AT5G45070,0,0,0,0,0,0,1,0
567,AT5G45110,0,0,0,0,0,0,1,0
568,AT5G45340,0,0,1,1,0,0,1,1
569,AT5G45630,0,0,1,1,0,0,1,0
570,AT5G46080,0,0,1,0,0,0,1,0
571,AT5G46295,0,0,1,1,0,0,1,1
572,AT5G46710,0,0,1,1,0,0,1,0
573,AT5G46780,0,0,0,0,0,0,1,0
574,AT5G47070,0,0,1,0,0,0,0,0
575,AT5G47230,0,1,1,1,0,1,1,1
576,AT5G47850,0,0,1,1,0,0,1,1
577,AT5G47960,0,0,1,0,0,0,1,1
578,AT5G48380,0,0,1,0,0,0,1,0
579,AT5G48540,0,0,1,1,0,0,1,1
580,AT5G49520,0,0,0,0,0,0,1,0
581,AT5G51190,0,1,1,1,0,1,1,1
582,AT5G51390,0,0,0,0,0,0,1,1
583,AT5G52050,0,0,1,1,0,0,1,1
584,AT5G52670,0,0,0,0,0,0,0,1
585,AT5G52710,0,0,0,0,0,0,1,0
586,AT5G52750,0,0,1,1,0,0,1,1
587,AT5G52760,0,0,1,1,0,0,1,0
588,AT5G53290,0,0,1,1,0,0,1,0
589,AT5G54470,0,0,0,1,0,0,0,0
590,AT5G54490,0,1,1,1,0,1,1,1
591,AT5G54700,0,0,1,0,0,0,0,0
592,AT5G54720,0,0,0,0,0,0,1,0
593,AT5G57220,0,0,1,1,0,0,1,1
594,AT5G57510,0,0,1,1,0,0,1,0
595,AT5G57560,0,0,1,1,0,0,1,0
596,AT5G58120,0,0,1,1,0,0,1,0
597,AT5G58430,0,0,1,1,0,0,1,1
598,AT5G58680,0,0,1,0,0,0,1,0
599,AT5G58750,0,0,0,0,0,0,1,1
600,AT5G59450,0,0,0,0,0,0,0,1
601,AT5G59490,0,0,0,0,0,0,1,1
602,AT5G59550,0,1,1,1,0,0,1,1
603,AT5G59730,0,0,1,1,0,0,1,1
604,AT5G59820,0,1,1,1,0,1,1,1
605,AT5G61600,0,1,1,1,0,1,1,1
606,AT5G62020,0,0,0,0,0,0,1,1
607,AT5G62470,0,1,1,1,0,0,1,1
608,AT5G63130,0,0,1,1,0,1,1,1
609,AT5G64310,0,0,1,0,0,0,1,1
610,AT5G64660,0,0,1,1,0,1,1,1
611,AT5G64810,0,0,0,0,0,0,1,0
612,AT5G64870,0,0,0,0,0,0,1,0
613,AT5G64890,0,0,0,1,0,0,1,1
614,AT5G64900,0,0,0,0,0,0,1,1
615,AT5G64905,0,0,1,1,0,0,1,1
616,AT5G65300,0,0,1,1,0,0,1,1
617,AT5G65600,0,0,1,0,0,0,0,0
618,AT5G66070,0,0,1,1,0,0,1,1
619,AT5G66210,0,0,1,0,0,0,1,0
620,AT5G66640,0,0,0,1,0,0,1,0
621,AT5G66650,0,0,1,1,0,1,1,1
622,AT5G66675,0,0,1,0,0,0,1,0
623,AT5G66816,0,0,0,0,0,1,0,0
624,AT5G67450,0,0,1,1,0,0,1,1
