,0,3OH10,chitooctaose,eATP,self,sflg,sIF1,smock,snlp,sOGs,spep,sPGN
0,AT1G01010,0,0,0,1,1,0,0,1,1,1,0
1,AT1G01020,0,0,0,0,0,0,0,0,0,1,0
2,AT1G01030,0,0,0,1,1,0,0,1,0,1,0
3,AT1G01040,0,0,0,0,0,0,0,0,0,1,0
4,AT1G01060,1,0,1,0,0,0,0,0,0,1,0
5,AT1G01070,0,0,0,1,0,0,0,0,0,1,0
6,AT1G01110,0,0,0,0,0,1,0,0,0,1,0
7,AT1G01120,0,0,0,1,1,0,0,1,0,1,0
8,AT1G01130,0,0,0,1,1,0,0,1,0,0,0
9,AT1G01140,0,0,0,1,0,0,0,1,1,1,0
10,AT1G01180,0,1,0,0,1,0,0,1,0,1,0
11,AT1G01190,0,0,0,0,0,0,0,0,0,1,0
12,AT1G01225,0,0,0,1,0,0,0,0,0,0,0
13,AT1G01230,0,0,0,0,1,0,0,0,0,0,0
14,AT1G01260,0,0,0,1,1,0,0,0,1,1,0
15,AT1G01300,0,0,0,1,0,1,1,0,0,0,0
16,AT1G01340,1,1,0,1,1,0,0,1,1,1,0
17,AT1G01350,0,0,0,1,1,0,0,1,0,1,0
18,AT1G01360,0,0,0,1,0,0,0,0,1,0,0
19,AT1G01390,0,0,0,0,1,0,0,0,0,0,0
20,AT1G01440,0,0,0,0,1,0,0,0,0,1,0
21,AT1G01470,0,0,0,1,0,0,0,0,1,0,0
22,AT1G01480,0,0,0,1,1,0,0,1,1,1,0
23,AT1G01490,0,0,0,1,1,0,0,1,0,1,0
24,AT1G01500,0,0,0,1,1,0,0,0,0,0,0
25,AT1G01510,0,0,0,0,0,0,0,0,0,1,0
26,AT1G01530,0,0,0,1,0,0,0,0,0,0,0
27,AT1G01550,0,0,0,1,1,0,0,1,0,1,0
28,AT1G01560,1,1,0,1,1,0,0,1,1,1,0
29,AT1G01570,0,0,0,0,1,0,0,0,0,0,0
30,AT1G01600,0,0,1,1,0,0,0,0,0,0,0
31,AT1G01620,0,0,0,0,0,0,0,0,0,1,0
32,AT1G01640,0,0,0,0,0,0,0,0,0,1,0
33,AT1G01650,0,0,0,1,1,0,0,1,0,1,0
34,AT1G01660,0,0,0,1,0,0,0,0,0,1,0
35,AT1G01680,0,0,0,1,1,0,0,0,0,0,0
36,AT1G01700,0,0,0,0,1,0,0,0,1,1,0
37,AT1G01720,0,0,0,1,1,0,0,1,0,1,0
38,AT1G01725,0,1,0,1,0,0,0,0,0,0,0
39,AT1G01730,0,0,0,1,0,0,0,0,0,0,0
40,AT1G01740,0,0,0,0,0,0,0,0,0,1,0
41,AT1G01750,0,0,0,0,0,0,0,0,0,1,0
42,AT1G01760,0,0,0,1,0,0,0,0,0,0,0
43,AT1G01790,0,0,0,1,0,0,0,0,0,0,0
44,AT1G01820,0,0,0,1,0,0,0,1,0,0,0
45,AT1G01830,0,0,0,0,0,0,0,0,0,1,0
46,AT1G01910,0,0,0,1,0,0,0,0,0,0,0
47,AT1G01930,0,0,0,0,0,0,0,0,0,1,0
48,AT1G01940,0,0,0,0,0,0,0,1,0,1,0
49,AT1G01950,0,0,0,1,1,0,0,1,1,1,0
50,AT1G01960,0,0,0,1,1,0,0,0,0,1,0
51,AT1G02000,0,0,0,1,1,0,0,0,1,1,0
52,AT1G02020,0,0,0,1,1,0,1,0,0,0,0
53,AT1G02030,0,0,0,1,1,0,0,0,0,0,0
54,AT1G02060,0,0,0,0,0,0,0,0,0,1,0
55,AT1G02065,0,0,0,1,0,0,0,0,0,0,0
56,AT1G02080,0,0,0,1,1,0,0,0,0,1,0
57,AT1G02120,0,0,0,1,1,0,0,1,0,1,0
58,AT1G02170,0,0,0,1,1,0,0,1,1,1,0
59,AT1G02180,0,0,0,0,1,0,0,0,0,0,0
60,AT1G02190,0,0,0,0,1,0,0,0,0,0,0
61,AT1G02205,0,0,0,1,0,0,0,0,1,0,0
62,AT1G02220,0,0,0,1,1,0,0,1,1,1,0
63,AT1G02230,0,0,0,1,1,0,0,1,1,1,0
64,AT1G02260,0,0,0,0,0,0,0,0,0,1,0
65,AT1G02270,0,0,0,1,0,0,0,0,0,0,0
66,AT1G02290,0,0,0,1,0,0,0,0,0,0,0
67,AT1G02305,0,0,0,1,0,0,0,0,0,0,0
68,AT1G02310,0,0,1,1,0,0,0,1,1,0,0
69,AT1G02335,0,0,0,0,0,0,0,0,0,0,1
70,AT1G02360,0,1,0,1,1,0,0,1,1,1,0
71,AT1G02370,0,0,0,1,0,0,0,0,0,0,0
72,AT1G02390,0,0,0,0,0,0,0,0,1,0,0
73,AT1G02400,1,0,0,1,1,1,0,1,1,1,0
74,AT1G02410,0,0,0,1,1,0,0,1,0,0,0
75,AT1G02430,0,0,0,1,1,0,0,0,0,0,0
76,AT1G02440,0,0,0,1,1,0,0,0,0,0,0
77,AT1G02450,0,0,0,0,1,0,0,0,0,0,0
78,AT1G02460,0,0,0,1,1,1,0,1,0,1,0
79,AT1G02470,0,0,0,1,0,0,0,1,1,0,0
80,AT1G02500,0,0,0,1,1,0,0,1,0,0,0
81,AT1G02520,0,0,0,1,1,0,0,0,0,0,0
82,AT1G02530,0,0,0,0,0,0,0,1,0,0,0
83,AT1G02560,0,0,0,1,0,0,0,0,0,0,0
84,AT1G02640,0,0,0,0,1,0,0,0,0,1,0
85,AT1G02660,0,0,0,1,1,0,0,1,1,1,0
86,AT1G02670,0,1,0,0,0,0,0,0,0,0,0
87,AT1G02710,0,0,0,0,0,0,0,0,0,0,1
88,AT1G02730,0,0,0,1,0,0,0,0,0,1,1
89,AT1G02740,0,0,0,1,0,0,0,0,0,0,0
90,AT1G02750,0,0,0,1,0,0,0,0,0,0,0
91,AT1G02800,0,0,1,0,0,0,1,0,0,0,0
92,AT1G02810,0,0,1,1,1,0,1,0,1,1,0
93,AT1G02816,0,0,0,0,0,0,0,0,0,1,0
94,AT1G02850,0,0,0,1,1,0,0,1,1,1,0
95,AT1G02860,0,0,0,1,1,0,0,0,0,1,0
96,AT1G02880,0,0,0,1,1,0,0,1,1,1,0
97,AT1G02890,0,0,0,1,1,0,0,1,0,1,0
98,AT1G02900,0,0,0,0,0,0,0,0,1,0,0
99,AT1G02920,1,1,0,1,1,0,0,1,1,1,0
100,AT1G02930,1,0,0,1,1,0,0,1,1,1,0
101,AT1G02940,0,0,0,1,1,1,0,1,1,1,0
102,AT1G02970,0,0,0,1,0,0,0,0,0,0,0
103,AT1G02990,0,0,0,1,1,0,0,0,0,1,0
104,AT1G03010,1,1,0,1,0,1,1,1,1,0,0
105,AT1G03020,0,1,0,0,0,0,0,0,0,0,0
106,AT1G03030,0,0,0,1,0,0,0,0,0,0,0
107,AT1G03040,0,0,0,1,1,0,0,1,0,1,0
108,AT1G03055,0,0,1,0,0,0,0,0,0,1,0
109,AT1G03060,0,0,0,1,1,0,0,1,1,1,0
110,AT1G03080,0,0,0,1,0,1,0,1,1,1,0
111,AT1G03090,0,0,0,0,1,0,0,0,0,1,0
112,AT1G03100,0,0,0,1,0,0,0,0,0,0,0
113,AT1G03110,0,0,0,1,0,0,0,0,0,0,0
114,AT1G03140,0,0,0,0,1,0,0,0,0,1,0
115,AT1G03170,0,0,0,0,1,0,0,0,0,0,0
116,AT1G03210,0,0,0,0,0,0,0,0,0,1,0
117,AT1G03220,0,1,0,1,1,0,0,1,1,1,0
118,AT1G03230,1,0,0,1,1,0,0,1,1,1,0
119,AT1G03260,0,0,0,1,0,0,0,0,0,0,0
120,AT1G03280,0,0,0,0,0,0,0,0,0,1,0
121,AT1G03290,0,0,0,1,1,0,0,1,1,1,0
122,AT1G03320,0,0,1,0,0,0,0,0,0,0,0
123,AT1G03340,0,0,0,1,0,0,0,0,0,1,0
124,AT1G03350,0,0,0,1,1,0,0,1,0,1,0
125,AT1G03360,0,0,0,1,0,0,0,0,0,0,0
126,AT1G03365,0,0,0,1,0,0,0,0,0,1,0
127,AT1G03370,0,0,0,1,1,0,0,1,1,1,0
128,AT1G03380,0,0,0,1,1,0,0,1,0,1,0
129,AT1G03400,0,1,0,1,0,0,0,1,1,1,0
130,AT1G03430,0,0,0,1,1,0,0,0,0,1,0
131,AT1G03475,0,0,0,1,0,0,0,0,0,0,0
132,AT1G03495,0,0,0,0,0,0,0,1,0,0,0
133,AT1G03510,0,0,0,1,0,0,0,1,0,0,0
134,AT1G03540,0,0,0,1,0,0,0,0,0,0,0
135,AT1G03545,0,0,0,1,0,0,0,0,0,0,0
136,AT1G03550,0,0,0,0,0,0,0,0,0,1,0
137,AT1G03580,0,1,0,0,0,0,0,0,0,1,0
138,AT1G03590,0,0,0,1,1,0,0,0,0,1,0
139,AT1G03610,0,0,0,0,1,0,0,0,0,1,0
140,AT1G03660,1,0,0,0,0,0,0,0,1,1,0
141,AT1G03730,0,1,0,1,1,0,0,1,1,1,0
142,AT1G03740,1,1,0,1,1,0,0,1,1,1,0
143,AT1G03750,0,0,0,1,1,0,0,0,0,1,0
144,AT1G03760,0,0,0,0,1,0,0,0,0,0,0
145,AT1G03770,0,0,0,0,1,0,0,0,0,1,0
146,AT1G03780,0,0,0,0,0,0,0,0,1,0,1
147,AT1G03800,0,0,0,0,0,0,0,0,0,1,0
148,AT1G03820,0,0,0,0,0,1,0,0,0,1,1
149,AT1G03840,0,0,0,1,0,0,0,0,0,0,0
150,AT1G03850,0,0,0,0,0,0,0,0,0,1,0
151,AT1G03860,0,0,0,1,0,0,0,0,0,0,0
152,AT1G03870,0,0,0,1,0,0,0,0,0,0,0
153,AT1G03900,0,0,0,1,1,0,0,1,0,1,0
154,AT1G03905,0,0,0,1,1,0,0,1,1,1,0
155,AT1G03940,0,0,0,0,0,0,0,1,0,0,0
156,AT1G03950,0,0,0,1,0,0,0,1,0,1,0
157,AT1G03990,0,0,0,0,0,0,0,0,0,1,0
158,AT1G04000,0,0,0,1,0,0,0,0,0,0,0
159,AT1G04010,0,0,0,0,0,0,0,1,0,0,0
160,AT1G04020,0,0,0,1,0,0,0,0,0,0,0
161,AT1G04070,0,0,0,1,0,0,0,0,0,0,0
162,AT1G04090,0,0,0,1,0,0,0,0,0,0,0
163,AT1G04100,0,0,0,1,1,0,0,1,0,1,0
164,AT1G04110,0,0,0,0,1,0,0,0,0,0,0
165,AT1G04120,0,0,0,1,1,0,0,0,0,1,0
166,AT1G04140,0,0,0,1,1,0,0,0,0,1,0
167,AT1G04170,0,0,0,1,0,0,0,0,0,0,0
168,AT1G04200,0,0,0,1,1,0,0,0,0,1,0
169,AT1G04220,0,1,0,1,0,0,1,0,0,1,0
170,AT1G04260,0,0,0,1,0,0,0,0,0,0,0
171,AT1G04280,0,0,0,0,1,0,0,1,0,1,0
172,AT1G04300,0,0,0,1,1,0,0,1,0,1,0
173,AT1G04310,0,0,0,1,0,0,0,1,0,1,0
174,AT1G04330,0,0,0,0,0,0,0,0,0,1,1
175,AT1G04360,0,0,0,1,1,0,0,1,1,1,0
176,AT1G04370,0,0,0,1,1,0,0,0,0,1,0
177,AT1G04380,0,0,0,0,1,0,0,0,0,1,0
178,AT1G04390,0,0,0,1,0,0,0,0,0,0,0
179,AT1G04425,1,0,0,0,0,0,0,0,0,0,1
180,AT1G04440,0,0,0,1,1,0,0,0,0,1,0
181,AT1G04490,0,0,0,1,0,0,0,0,1,0,0
182,AT1G04500,1,0,0,1,1,0,1,1,1,1,0
183,AT1G04510,0,0,0,1,0,0,1,0,0,0,0
184,AT1G04520,0,0,0,1,0,0,0,0,0,0,0
185,AT1G04530,0,0,0,1,0,0,0,0,0,1,0
186,AT1G04550,0,0,0,1,0,0,0,0,0,0,0
187,AT1G04570,0,0,0,1,0,0,0,0,0,0,0
188,AT1G04600,0,0,0,0,0,0,0,1,0,0,0
189,AT1G04610,0,0,0,1,0,0,0,0,1,0,1
190,AT1G04635,0,0,0,1,0,0,0,0,0,0,0
191,AT1G04680,0,0,0,0,0,0,0,0,0,1,0
192,AT1G04690,0,0,0,1,0,0,0,0,0,0,0
193,AT1G04700,0,0,0,1,0,0,0,0,0,1,0
194,AT1G04710,0,0,0,0,0,0,0,0,0,1,0
195,AT1G04750,0,0,0,1,1,0,0,1,0,0,0
196,AT1G04770,0,0,0,1,1,0,0,1,0,0,0
197,AT1G04780,0,0,0,1,1,0,0,1,1,1,0
198,AT1G04800,0,0,0,0,1,0,0,0,0,0,0
199,AT1G04810,0,0,0,1,0,0,0,0,0,1,0
200,AT1G04820,0,0,0,1,0,0,0,0,0,0,0
201,AT1G04850,0,0,0,1,0,0,0,0,0,0,0
202,AT1G04860,0,0,0,0,0,0,0,0,0,1,0
203,AT1G04910,0,0,0,0,0,0,0,1,0,1,0
204,AT1G04930,0,0,0,1,0,0,0,0,0,0,0
205,AT1G04940,0,0,0,0,0,0,0,0,0,1,0
206,AT1G04945,0,0,0,1,0,0,0,0,0,0,0
207,AT1G04960,0,0,0,0,1,0,0,0,0,1,0
208,AT1G04970,0,0,0,1,1,0,0,1,0,1,0
209,AT1G04980,0,0,0,1,1,0,0,1,1,1,0
210,AT1G04990,0,0,0,1,1,0,0,1,0,1,0
211,AT1G05000,0,0,0,1,1,0,0,1,1,1,0
212,AT1G05010,0,0,0,1,1,0,0,1,1,1,0
213,AT1G05020,0,0,0,1,1,0,0,1,1,1,0
214,AT1G05060,0,0,0,1,0,0,0,0,0,0,0
215,AT1G05061,0,0,0,0,1,0,0,0,0,0,0
216,AT1G05090,0,0,0,0,0,0,0,0,0,1,0
217,AT1G05120,0,0,0,0,0,0,0,1,0,1,0
218,AT1G05135,0,0,0,1,1,0,0,0,0,1,0
219,AT1G05150,0,0,0,0,0,0,0,0,0,1,0
220,AT1G05170,0,0,0,1,1,0,0,1,1,1,0
221,AT1G05180,0,0,0,0,0,0,0,0,0,1,0
222,AT1G05210,0,0,0,1,0,0,0,0,0,0,1
223,AT1G05240,0,0,0,0,0,0,0,0,0,1,0
224,AT1G05250,0,0,0,0,0,0,0,0,0,1,0
225,AT1G05260,0,0,0,1,0,0,0,0,0,0,0
226,AT1G05270,0,0,0,0,0,0,0,0,0,1,0
227,AT1G05300,0,0,0,1,1,0,0,1,1,1,0
228,AT1G05320,0,0,0,1,0,0,0,0,0,1,0
229,AT1G05340,0,0,0,1,1,0,0,1,1,1,0
230,AT1G05350,0,0,0,1,0,0,0,0,0,1,0
231,AT1G05370,0,0,0,1,0,0,0,1,0,1,1
232,AT1G05380,0,0,0,1,1,0,0,1,0,1,0
233,AT1G05400,0,1,0,0,0,0,0,1,1,0,1
234,AT1G05410,0,0,0,1,0,0,0,0,0,0,0
235,AT1G05420,0,0,0,1,0,0,0,0,1,0,0
236,AT1G05430,0,0,0,1,0,0,0,0,0,0,0
237,AT1G05450,0,0,0,0,1,0,0,0,0,0,0
238,AT1G05460,0,0,0,0,0,1,0,0,0,0,0
239,AT1G05490,0,0,0,0,0,0,1,0,0,0,0
240,AT1G05500,0,0,0,1,0,0,0,0,0,1,0
241,AT1G05520,0,0,0,1,1,0,0,1,0,1,0
242,AT1G05560,0,0,1,0,1,0,0,1,1,1,0
243,AT1G05575,1,0,0,1,1,0,1,1,1,1,1
244,AT1G05577,0,0,0,1,0,0,0,0,0,0,0
245,AT1G05620,0,0,0,0,0,0,0,0,0,1,0
246,AT1G05640,0,0,0,0,1,1,0,0,1,1,0
247,AT1G05670,0,0,0,1,1,0,0,1,0,1,0
248,AT1G05675,1,1,0,1,1,0,0,1,1,1,0
249,AT1G05680,1,0,0,1,1,1,0,1,1,1,0
250,AT1G05700,0,0,0,1,1,0,0,0,1,1,0
251,AT1G05710,0,0,0,1,1,0,0,1,1,1,0
252,AT1G05730,0,0,0,0,0,1,0,0,0,0,0
253,AT1G05750,0,0,0,1,0,0,0,0,0,0,0
254,AT1G05780,0,0,0,1,0,0,0,0,0,0,0
255,AT1G05790,0,0,0,1,0,0,0,0,0,1,0
256,AT1G05805,0,0,0,1,1,0,0,0,0,0,0
257,AT1G05830,0,0,0,0,0,0,0,0,0,1,0
258,AT1G05840,0,0,0,0,0,0,0,0,0,1,0
259,AT1G05880,0,0,0,1,0,0,0,0,1,1,0
260,AT1G05890,0,0,0,0,0,0,0,0,0,1,0
261,AT1G05894,0,0,0,1,0,0,0,0,0,0,0
262,AT1G05910,0,0,0,0,0,0,0,0,0,1,0
263,AT1G05940,0,0,0,1,0,0,0,0,0,0,0
264,AT1G05950,0,0,0,1,0,0,0,0,0,0,0
265,AT1G05960,0,0,0,0,1,0,0,0,0,1,0
266,AT1G05970,0,0,0,1,0,0,0,0,0,0,0
267,AT1G06000,0,0,1,1,0,0,0,1,0,1,0
268,AT1G06050,0,0,0,1,1,0,0,1,0,1,0
269,AT1G06080,0,0,0,0,0,0,0,0,0,1,0
270,AT1G06130,0,0,0,1,0,0,0,0,0,0,0
271,AT1G06140,0,0,0,0,1,0,0,0,0,0,0
272,AT1G06148,0,0,0,0,1,0,0,0,0,0,0
273,AT1G06160,0,0,0,0,0,0,0,1,0,1,0
274,AT1G06180,1,0,0,1,1,0,0,1,1,1,0
275,AT1G06200,0,0,0,1,0,0,0,0,0,0,0
276,AT1G06210,0,0,0,1,0,0,0,1,0,1,0
277,AT1G06230,0,0,0,1,1,0,0,0,0,1,0
278,AT1G06250,0,0,1,1,1,1,0,0,0,0,0
279,AT1G06290,0,0,0,1,1,0,0,1,0,1,0
280,AT1G06330,0,0,0,0,0,0,0,0,1,0,0
281,AT1G06350,0,0,0,0,0,1,1,0,0,0,0
282,AT1G06360,0,0,0,0,0,1,0,0,0,0,0
283,AT1G06380,0,0,0,1,0,0,0,0,0,0,0
284,AT1G06390,0,0,0,1,1,0,0,1,0,1,0
285,AT1G06410,0,0,0,1,0,0,0,0,0,0,0
286,AT1G06420,0,0,0,0,0,0,0,0,1,0,0
287,AT1G06430,0,0,0,1,0,0,0,0,0,1,0
288,AT1G06475,0,0,0,1,0,0,0,0,0,0,0
289,AT1G06520,0,0,0,0,1,0,0,0,0,1,0
290,AT1G06530,0,0,0,0,0,0,0,1,0,1,0
291,AT1G06540,0,0,0,0,1,1,1,0,1,1,0
292,AT1G06550,0,0,0,0,0,0,0,0,0,1,0
293,AT1G06570,0,0,0,1,1,0,0,1,0,1,0
294,AT1G06580,0,0,0,1,0,0,0,0,0,0,0
295,AT1G06620,0,0,0,1,1,0,0,1,0,1,0
296,AT1G06630,0,0,0,0,1,0,0,0,0,0,0
297,AT1G06650,0,0,0,1,0,0,0,0,0,0,0
298,AT1G06660,0,0,0,0,0,0,0,0,0,1,1
299,AT1G06670,0,0,0,1,0,0,0,0,0,0,0
300,AT1G06680,0,0,0,1,0,0,0,0,0,0,0
301,AT1G06750,0,0,0,1,0,0,0,0,0,0,0
302,AT1G06770,0,0,0,0,1,0,0,1,0,0,0
303,AT1G06780,0,0,0,1,0,0,0,0,0,1,0
304,AT1G06800,0,0,0,1,0,0,0,1,0,1,0
305,AT1G06820,0,0,0,1,0,0,0,0,0,0,0
306,AT1G06830,0,0,0,1,1,0,0,1,1,1,0
307,AT1G06840,0,0,0,1,1,0,0,1,0,1,0
308,AT1G06850,0,0,0,0,0,0,0,0,0,1,0
309,AT1G06870,0,0,0,1,0,0,0,0,0,1,0
310,AT1G06890,0,0,0,1,1,0,0,0,0,1,0
311,AT1G06950,0,0,0,1,0,0,0,0,0,1,0
312,AT1G06960,0,1,0,0,0,0,0,0,0,0,0
313,AT1G07000,0,1,0,1,1,0,0,1,1,1,0
314,AT1G07010,0,0,0,1,0,0,0,0,0,0,0
315,AT1G07020,0,0,0,1,0,0,0,0,0,0,0
316,AT1G07030,0,0,0,1,1,0,0,0,0,0,0
317,AT1G07040,0,0,0,1,1,0,0,0,0,1,0
318,AT1G07050,0,0,0,0,1,0,0,0,0,0,1
319,AT1G07090,0,0,0,1,0,0,0,0,0,0,0
320,AT1G07130,0,1,0,1,1,0,1,1,0,1,0
321,AT1G07135,1,1,0,1,1,0,0,1,1,1,0
322,AT1G07140,0,0,0,1,1,0,0,1,0,1,0
323,AT1G07150,0,0,0,0,0,0,0,0,1,0,1
324,AT1G07160,1,0,0,1,1,0,0,1,1,1,0
325,AT1G07180,0,0,0,1,0,0,0,0,0,1,0
326,AT1G07200,0,0,0,0,0,0,0,1,0,1,0
327,AT1G07220,0,0,0,1,0,0,0,0,1,0,0
328,AT1G07230,0,0,0,1,1,0,0,0,0,0,0
329,AT1G07240,0,0,0,1,1,0,0,1,0,1,0
330,AT1G07250,0,0,0,1,1,0,0,1,0,1,0
331,AT1G07260,0,0,0,1,0,0,0,0,0,1,0
332,AT1G07280,0,0,0,1,0,0,0,0,0,0,0
333,AT1G07290,0,0,0,1,0,0,0,0,0,0,0
334,AT1G07300,0,0,0,1,1,0,0,0,1,1,0
335,AT1G07310,0,0,0,1,1,0,0,0,0,1,0
336,AT1G07380,0,0,0,0,0,0,0,0,0,1,0
337,AT1G07390,0,0,0,1,0,0,0,0,0,1,0
338,AT1G07400,0,0,1,1,1,0,1,1,1,1,0
339,AT1G07420,0,0,0,1,0,0,0,0,0,0,0
340,AT1G07430,0,0,0,0,0,0,0,1,0,0,0
341,AT1G07450,0,0,1,0,0,0,0,0,0,0,0
342,AT1G07470,0,0,0,0,1,0,0,0,0,0,0
343,AT1G07480,0,0,0,0,0,0,0,0,0,1,0
344,AT1G07510,0,0,0,0,1,0,0,0,0,1,0
345,AT1G07520,1,1,0,1,1,0,0,1,1,1,0
346,AT1G07530,0,0,0,1,1,0,0,0,0,1,0
347,AT1G07560,0,0,0,1,1,0,0,0,0,0,0
348,AT1G07570,0,0,0,1,1,0,0,0,0,0,0
349,AT1G07590,0,0,0,0,0,0,0,0,1,0,0
350,AT1G07610,0,0,0,0,0,0,0,0,1,1,0
351,AT1G07615,0,0,0,1,0,0,0,0,0,0,0
352,AT1G07620,0,1,0,1,1,0,0,1,1,1,0
353,AT1G07630,0,0,0,1,1,0,0,1,1,1,0
354,AT1G07640,0,0,0,1,0,0,0,1,1,0,0
355,AT1G07650,0,0,0,1,1,0,0,1,1,1,0
356,AT1G07660,0,0,0,1,0,0,0,0,0,0,0
357,AT1G07670,0,0,0,1,1,0,0,1,0,1,0
358,AT1G07705,0,0,0,1,0,0,0,0,0,0,0
359,AT1G07780,0,0,0,1,0,0,0,0,0,0,0
360,AT1G07810,0,0,0,1,1,0,0,0,0,1,0
361,AT1G07870,0,0,0,1,1,0,0,0,0,1,0
362,AT1G07880,0,0,0,1,1,0,0,1,1,1,1
363,AT1G07890,0,0,0,1,1,0,0,1,0,1,0
364,AT1G07900,0,0,0,1,0,0,0,0,0,1,0
365,AT1G07960,0,0,0,1,0,0,0,1,0,0,0
366,AT1G07970,0,0,0,1,0,0,0,0,0,0,0
367,AT1G07980,0,0,0,1,0,0,0,1,0,1,0
368,AT1G07990,0,0,0,1,1,0,0,1,0,1,0
369,AT1G08010,0,0,0,1,0,0,0,0,0,0,0
370,AT1G08050,0,0,0,1,1,0,0,1,1,1,0
371,AT1G08060,0,0,0,0,1,0,0,0,0,0,0
372,AT1G08070,0,0,0,1,0,0,0,0,0,0,0
373,AT1G08115,0,0,0,0,1,0,0,0,0,0,0
374,AT1G08130,0,0,0,1,0,0,0,0,0,0,0
375,AT1G08160,0,0,0,0,0,0,0,0,0,0,1
376,AT1G08200,0,0,0,1,0,0,0,0,0,0,0
377,AT1G08210,0,0,0,1,0,0,0,0,0,0,0
378,AT1G08230,0,1,0,1,0,0,0,1,0,1,0
379,AT1G08250,0,0,0,1,1,0,1,1,1,1,0
380,AT1G08280,0,0,0,1,0,0,0,0,0,0,0
381,AT1G08290,0,0,0,1,0,0,0,0,0,1,1
382,AT1G08310,0,0,0,1,1,0,0,0,0,0,0
383,AT1G08315,0,0,0,1,1,0,0,1,1,1,0
384,AT1G08350,0,0,0,1,1,0,0,0,0,1,0
385,AT1G08370,0,0,0,1,1,0,1,1,1,1,0
386,AT1G08390,0,1,0,0,0,0,0,0,0,0,0
387,AT1G08400,0,0,0,0,0,0,0,0,0,1,0
388,AT1G08410,0,0,0,1,0,0,0,0,0,0,0
389,AT1G08420,0,0,0,0,0,0,0,0,0,1,0
390,AT1G08430,0,1,0,1,0,0,0,0,0,0,0
391,AT1G08450,1,0,0,1,1,0,0,1,1,1,0
392,AT1G08465,0,0,0,1,0,0,0,0,0,0,0
393,AT1G08490,0,0,0,1,0,0,0,0,0,0,0
394,AT1G08550,0,0,0,1,0,0,0,0,0,0,0
395,AT1G08560,0,0,0,0,0,0,0,0,0,1,1
396,AT1G08570,0,0,0,0,1,0,0,0,0,0,0
397,AT1G08580,0,0,0,1,0,0,0,0,0,0,0
398,AT1G08590,0,0,0,0,0,1,0,0,1,1,0
399,AT1G08600,0,0,0,0,0,0,0,1,0,1,0
400,AT1G08620,0,0,0,1,1,0,0,1,0,1,0
401,AT1G08630,0,1,0,1,1,0,0,1,0,1,0
402,AT1G08640,0,0,0,1,0,0,0,0,0,0,0
403,AT1G08650,0,0,0,0,0,0,0,1,0,0,0
404,AT1G08660,0,0,0,1,0,0,0,0,0,0,0
405,AT1G08720,0,0,0,1,1,0,0,0,1,1,0
406,AT1G08800,0,0,0,1,1,0,0,1,0,1,0
407,AT1G08820,0,0,0,1,1,0,0,1,0,1,0
408,AT1G08830,0,0,0,1,0,0,0,1,0,1,0
409,AT1G08845,0,0,0,1,0,0,0,0,0,0,0
410,AT1G08860,0,0,0,1,1,0,0,0,0,0,0
411,AT1G08900,0,0,0,0,1,0,0,1,0,1,0
412,AT1G08920,0,0,0,1,0,0,0,0,0,1,0
413,AT1G08930,1,1,0,1,1,0,0,1,1,1,0
414,AT1G08940,0,0,0,1,1,0,0,1,1,1,0
415,AT1G08960,0,0,0,1,1,0,1,1,0,1,0
416,AT1G08990,0,0,0,0,0,0,0,0,0,1,0
417,AT1G09040,0,0,0,0,0,0,0,0,0,1,0
418,AT1G09050,0,0,0,0,0,0,0,1,0,1,0
419,AT1G09060,0,0,0,1,1,0,0,0,1,1,0
420,AT1G09070,0,1,0,1,1,0,0,1,1,1,0
421,AT1G09080,1,1,0,1,1,0,0,1,1,1,0
422,AT1G09090,0,0,0,1,0,0,0,0,0,1,0
423,AT1G09130,0,0,0,1,0,0,0,0,0,0,0
424,AT1G09140,0,0,0,1,0,0,0,0,0,1,0
425,AT1G09155,0,0,0,0,0,0,0,0,0,1,0
426,AT1G09180,0,0,0,1,0,0,0,0,0,0,0
427,AT1G09190,0,0,0,1,0,0,0,0,0,0,0
428,AT1G09195,0,0,0,1,1,0,0,0,1,1,0
429,AT1G09210,1,0,0,1,1,0,0,1,1,1,0
430,AT1G09220,0,0,0,1,0,0,0,0,0,1,0
431,AT1G09240,0,0,0,1,0,0,0,1,0,0,0
432,AT1G09270,0,0,0,1,1,0,0,1,0,1,0
433,AT1G09290,0,0,0,1,0,0,0,0,0,0,0
434,AT1G09300,0,0,0,1,0,0,0,0,0,0,0
435,AT1G09320,0,0,0,1,0,0,0,0,0,0,0
436,AT1G09420,0,0,0,1,0,0,0,0,0,1,0
437,AT1G09430,0,0,0,1,1,0,0,0,0,1,0
438,AT1G09450,0,0,0,0,0,0,0,0,0,0,1
439,AT1G09460,0,0,0,0,1,0,0,0,0,0,0
440,AT1G09470,0,0,0,0,0,0,0,0,0,0,1
441,AT1G09480,0,0,0,1,0,0,0,1,0,1,0
442,AT1G09486,0,0,0,1,0,0,0,0,0,0,0
443,AT1G09490,0,0,0,1,1,0,0,0,0,0,0
444,AT1G09500,0,0,0,1,1,0,0,1,0,1,0
445,AT1G09520,0,0,0,1,0,0,0,0,0,0,0
446,AT1G09530,0,0,0,1,0,0,0,0,0,1,0
447,AT1G09540,0,0,1,0,0,0,0,1,0,0,0
448,AT1G09560,1,0,0,1,1,0,0,1,1,1,0
449,AT1G09570,0,0,0,0,0,0,0,0,0,1,0
