,0,3OH10,chitooctaose,eATP,self,sflg,sIF1,smock,snlp,sOGs,spep,sPGN
3110,AT1G77600,0,0,0,1,0,0,0,1,0,0,0
3111,AT1G77630,0,0,0,0,0,0,1,0,0,0,0
3112,AT1G77640,0,0,0,1,1,0,0,0,1,1,0
3113,AT1G77660,0,0,0,0,0,0,0,1,0,0,0
3114,AT1G77670,0,0,0,0,0,0,0,1,0,0,0
3115,AT1G77680,0,0,0,0,1,0,0,0,0,0,0
3116,AT1G77700,0,0,0,0,0,0,0,0,1,0,0
3117,AT1G77710,0,0,0,1,0,0,0,0,0,0,0
3118,AT1G77760,0,0,0,1,1,0,0,0,0,1,0
3119,AT1G77765,0,0,0,0,0,0,0,0,0,0,1
3120,AT1G77770,0,0,0,0,1,0,0,0,0,0,0
3121,AT1G77800,0,0,0,0,0,0,0,0,0,1,0
3122,AT1G77810,0,0,0,1,1,0,0,1,0,1,0
3123,AT1G77840,0,0,0,1,0,0,0,1,0,1,0
3124,AT1G77870,0,0,0,0,0,0,1,0,0,0,0
3125,AT1G77885,0,0,0,0,0,0,0,0,0,1,0
3126,AT1G77890,0,1,0,1,1,0,0,1,1,1,0
3127,AT1G77920,0,0,0,1,1,0,0,1,0,1,0
3128,AT1G77990,0,0,0,1,0,0,0,0,0,0,0
3129,AT1G78000,0,1,0,1,1,0,0,1,1,1,0
3130,AT1G78020,0,0,0,0,0,1,0,0,0,0,0
3131,AT1G78030,0,0,0,0,0,0,0,0,0,1,0
3132,AT1G78050,0,0,0,0,0,0,0,0,0,1,0
3133,AT1G78060,0,0,0,1,0,0,0,0,0,1,0
3134,AT1G78070,0,0,0,1,1,0,0,1,1,1,0
3135,AT1G78080,0,0,0,1,0,0,0,0,1,1,0
3136,AT1G78090,0,0,0,0,0,0,0,0,1,0,1
3137,AT1G78110,0,0,0,0,1,0,0,0,0,1,0
3138,AT1G78130,0,0,0,0,1,0,0,0,0,0,0
3139,AT1G78190,0,0,0,1,0,0,0,0,0,0,0
3140,AT1G78200,0,0,0,1,0,0,0,0,0,0,0
3141,AT1G78210,0,0,0,1,1,0,0,1,1,1,0
3142,AT1G78230,0,0,0,1,0,0,0,0,0,0,0
3143,AT1G78240,0,0,0,1,1,0,0,0,0,0,0
3144,AT1G78280,0,0,0,1,1,0,0,0,1,1,0
3145,AT1G78300,0,0,0,1,0,0,0,0,0,0,0
3146,AT1G78310,0,0,0,1,0,0,1,1,1,1,0
3147,AT1G78320,0,0,0,0,0,0,1,0,0,0,0
3148,AT1G78340,0,0,0,1,1,0,0,0,0,1,0
3149,AT1G78370,0,0,0,1,0,0,0,0,0,1,0
3150,AT1G78380,0,0,0,1,0,0,0,1,0,1,0
3151,AT1G78410,1,1,0,1,1,1,0,1,1,1,0
3152,AT1G78420,0,0,0,0,1,0,0,1,0,1,0
3153,AT1G78430,0,0,0,1,0,0,0,0,0,0,1
3154,AT1G78450,0,0,0,0,0,0,0,0,0,0,1
3155,AT1G78460,0,0,0,0,1,0,0,1,0,1,0
3156,AT1G78490,0,0,0,1,0,1,1,1,0,0,0
3157,AT1G78510,0,0,0,0,0,0,0,0,0,1,0
3158,AT1G78550,0,0,0,0,0,0,0,0,0,1,0
3159,AT1G78600,0,0,0,1,0,0,0,0,0,0,0
3160,AT1G78610,0,0,0,1,0,0,0,0,0,1,0
3161,AT1G78620,0,0,0,1,0,0,0,0,0,0,0
3162,AT1G78650,0,0,0,1,0,1,0,1,0,0,0
3163,AT1G78660,0,0,0,1,0,0,0,0,0,1,0
3164,AT1G78670,0,0,0,1,0,0,0,0,0,0,0
3165,AT1G78700,0,0,0,1,1,0,0,0,0,1,0
3166,AT1G78750,0,0,1,0,0,0,0,0,0,0,0
3167,AT1G78770,0,0,0,1,0,0,0,0,0,0,0
3168,AT1G78800,0,0,0,1,1,0,0,1,0,1,0
3169,AT1G78820,0,0,0,0,1,0,0,1,0,1,0
3170,AT1G78830,1,1,0,1,1,0,0,1,1,1,0
3171,AT1G78850,1,0,0,1,1,0,0,1,1,1,0
3172,AT1G78860,1,0,0,1,1,0,0,1,1,1,0
3173,AT1G78865,1,0,0,1,0,0,0,0,0,1,1
3174,AT1G78870,0,0,0,1,1,0,0,1,0,0,0
3175,AT1G78895,0,0,0,1,1,0,0,0,0,1,0
3176,AT1G78920,0,0,0,1,0,0,0,0,0,1,0
3177,AT1G78930,0,0,0,1,0,0,0,0,0,0,0
3178,AT1G78955,0,0,0,0,1,0,0,0,0,0,0
3179,AT1G78960,0,0,0,0,0,0,0,0,0,1,0
3180,AT1G78970,0,0,0,1,0,0,0,0,0,0,0
3181,AT1G78990,0,0,0,0,0,0,0,0,1,0,0
3182,AT1G79000,0,0,0,1,1,0,0,0,0,1,0
3183,AT1G79020,0,0,0,0,0,0,0,0,0,1,0
3184,AT1G79050,0,0,0,1,0,0,0,0,0,0,0
3185,AT1G79075,0,0,1,1,0,0,1,0,1,1,0
3186,AT1G79090,0,0,0,1,0,0,0,0,0,0,0
3187,AT1G79120,0,0,0,0,1,0,0,0,0,0,0
3188,AT1G79160,0,0,0,0,0,0,0,0,0,1,0
3189,AT1G79170,0,0,0,0,0,0,1,0,0,1,0
3190,AT1G79180,0,0,0,1,1,0,0,1,1,1,0
3191,AT1G79200,0,0,0,1,0,0,0,1,0,0,0
3192,AT1G79220,0,0,0,0,0,0,0,0,0,1,0
3193,AT1G79245,1,1,0,1,1,1,0,1,1,1,0
3194,AT1G79250,0,0,0,1,1,0,0,0,0,0,0
3195,AT1G79280,0,0,0,1,0,1,0,0,0,1,0
3196,AT1G79310,0,1,0,0,0,0,0,0,0,1,0
3197,AT1G79320,0,0,0,0,0,0,0,0,0,1,0
3198,AT1G79330,0,0,0,1,1,0,0,0,1,1,0
3199,AT1G79340,0,0,0,1,1,0,0,1,0,1,0
3200,AT1G79350,0,0,0,1,0,0,0,0,0,1,0
3201,AT1G79360,1,0,0,1,1,0,0,0,0,1,0
3202,AT1G79380,0,0,0,1,0,0,0,0,1,1,0
3203,AT1G79400,1,0,0,1,0,0,0,1,1,1,0
3204,AT1G79410,0,0,0,0,1,0,0,1,0,1,0
3205,AT1G79430,0,0,0,0,0,0,0,0,0,0,1
3206,AT1G79450,0,0,0,1,1,0,0,1,1,1,0
3207,AT1G79510,0,0,0,1,0,0,0,0,0,0,0
3208,AT1G79530,0,0,0,1,0,0,0,0,0,0,0
3209,AT1G79550,0,0,0,1,0,0,0,0,0,1,0
3210,AT1G79560,0,0,0,1,0,0,0,0,0,0,0
3211,AT1G79570,0,0,0,1,1,0,0,0,0,0,0
3212,AT1G79580,0,0,0,0,0,0,0,0,0,1,0
3213,AT1G79590,0,0,0,1,1,0,0,0,0,0,0
3214,AT1G79610,0,0,0,1,0,0,0,1,0,0,0
3215,AT1G79620,0,0,0,0,0,0,0,0,0,1,0
3216,AT1G79670,0,0,0,1,1,0,0,1,1,1,0
3217,AT1G79680,1,1,0,1,1,0,0,1,1,1,0
3218,AT1G79690,0,0,0,1,1,0,0,1,0,1,0
3219,AT1G79710,0,0,0,1,1,0,0,0,0,0,0
3220,AT1G79720,0,0,0,1,0,0,0,0,0,0,0
3221,AT1G79730,0,0,0,1,0,0,0,0,0,0,0
3222,AT1G79830,0,0,0,1,1,0,0,1,0,1,0
3223,AT1G79910,0,1,0,0,0,0,0,0,0,0,0
3224,AT1G79915,0,0,0,1,0,0,0,0,0,0,0
3225,AT1G79920,0,0,0,1,1,0,0,1,1,1,0
3226,AT1G79930,0,0,0,1,1,0,0,1,0,1,0
3227,AT1G79940,0,0,0,1,1,0,0,1,0,1,0
3228,AT1G79960,0,0,0,1,0,0,0,0,0,1,0
3229,AT1G80070,0,0,0,1,1,0,1,0,0,1,0
3230,AT1G80110,0,0,0,0,1,0,0,0,0,1,0
3231,AT1G80120,0,0,0,1,0,0,0,0,0,0,0
3232,AT1G80130,0,0,0,1,0,1,0,0,1,0,0
3233,AT1G80160,0,1,0,1,1,0,0,1,0,1,0
3234,AT1G80180,0,0,0,0,1,0,0,0,0,1,0
3235,AT1G80200,0,0,0,0,0,0,0,1,0,0,0
3236,AT1G80240,0,0,0,0,0,1,0,0,0,0,0
3237,AT1G80270,0,0,0,1,0,1,0,0,0,0,0
3238,AT1G80290,0,0,0,1,1,0,0,1,0,0,0
3239,AT1G80300,0,0,0,1,1,0,0,1,1,1,0
3240,AT1G80310,0,0,0,1,1,0,0,0,0,0,0
3241,AT1G80325,0,0,0,1,1,0,0,1,0,1,0
3242,AT1G80340,0,0,0,0,0,0,0,0,1,0,0
3243,AT1G80360,0,0,0,1,0,0,0,0,0,1,0
3244,AT1G80380,0,0,0,1,1,0,0,0,0,1,0
3245,AT1G80420,0,1,0,0,0,0,0,1,0,1,0
3246,AT1G80440,0,0,0,0,1,0,0,1,0,0,0
3247,AT1G80450,0,1,0,1,1,0,0,1,1,1,0
3248,AT1G80460,0,0,0,1,1,0,0,1,1,1,0
3249,AT1G80480,0,0,0,1,0,0,0,0,0,0,0
3250,AT1G80490,0,0,0,1,1,0,0,1,0,1,0
3251,AT1G80510,0,0,0,1,0,0,0,1,1,1,0
3252,AT1G80520,0,0,0,0,0,0,0,0,0,1,0
3253,AT1G80530,0,0,0,1,1,0,0,1,0,1,0
3254,AT1G80555,1,0,0,0,1,0,0,1,0,0,0
3255,AT1G80570,0,0,0,0,0,0,0,0,0,1,0
3256,AT1G80600,0,0,0,1,0,0,0,0,0,0,0
3257,AT1G80610,0,0,0,1,1,0,0,1,1,1,0
3258,AT1G80630,0,0,0,0,0,0,0,0,0,1,0
3259,AT1G80660,0,0,0,0,1,0,0,0,0,0,0
3260,AT1G80680,0,0,0,1,0,0,0,0,0,0,0
3261,AT1G80690,0,0,0,0,0,0,0,0,0,0,1
3262,AT1G80720,0,0,0,1,0,0,0,0,0,0,0
3263,AT1G80760,0,0,0,1,0,0,0,0,0,0,0
3264,AT1G80770,0,0,0,1,0,0,0,0,0,0,0
3265,AT1G80800,0,0,0,0,0,0,0,0,1,0,0
3266,AT1G80810,0,0,0,1,1,0,0,0,1,1,0
3267,AT1G80820,0,1,0,1,1,0,0,1,1,1,0
3268,AT1G80830,0,0,0,1,1,0,0,0,0,1,0
3269,AT1G80840,1,1,1,1,1,0,0,1,1,1,0
3270,AT1G80910,0,0,0,1,0,0,0,0,0,0,0
3271,AT1G80920,0,0,0,0,1,0,0,0,0,0,0
3272,AT1G80930,0,0,0,1,0,0,0,0,0,1,0
3273,AT1G80940,0,0,0,1,0,0,0,0,0,1,0
3274,AT1G80960,0,0,0,1,1,0,0,0,0,0,0
3275,AT1G81001,0,0,0,1,0,0,0,0,0,1,0
3276,AT2G01008,0,0,0,1,0,0,0,1,0,1,0
3277,AT2G01010,0,0,0,1,0,0,0,0,0,0,0
3278,AT2G01020,0,0,0,1,0,0,0,1,0,1,0
3279,AT2G01021,1,0,0,1,0,0,0,1,0,0,0
3280,AT2G01023,0,0,0,0,1,0,0,1,1,1,0
3281,AT2G01060,0,0,0,1,0,0,0,1,0,0,0
3282,AT2G01070,0,0,0,1,0,0,0,0,0,0,0
3283,AT2G01100,0,0,0,1,0,0,0,1,0,1,0
3284,AT2G01120,0,0,0,1,0,0,0,0,0,0,0
3285,AT2G01150,0,0,0,1,0,0,0,0,0,1,0
3286,AT2G01180,1,1,0,1,1,1,0,1,1,1,0
3287,AT2G01190,0,0,0,1,0,1,1,1,1,1,0
3288,AT2G01210,0,0,1,0,0,0,0,0,0,0,0
3289,AT2G01260,0,0,0,1,1,0,0,0,0,1,0
3290,AT2G01270,0,0,0,1,0,0,0,0,0,0,0
3291,AT2G01300,0,1,0,1,1,0,0,0,0,1,0
3292,AT2G01330,0,0,0,1,0,0,0,0,0,0,0
3293,AT2G01340,0,0,0,1,0,0,0,1,1,1,0
3294,AT2G01350,0,0,0,1,0,0,0,0,0,0,0
3295,AT2G01430,0,0,0,0,1,0,0,0,1,0,0
3296,AT2G01450,0,0,0,1,1,0,0,1,1,1,0
3297,AT2G01460,0,0,0,0,0,0,0,0,0,1,0
3298,AT2G01470,0,0,0,1,0,0,0,0,0,1,0
3299,AT2G01510,0,0,0,1,0,0,0,0,0,0,0
3300,AT2G01520,0,0,0,0,0,1,0,0,0,0,0
3301,AT2G01530,0,0,0,0,0,0,0,0,0,1,0
3302,AT2G01600,0,0,0,1,1,0,0,1,0,1,0
3303,AT2G01610,0,0,1,1,0,0,0,0,0,1,0
3304,AT2G01630,0,0,0,1,0,0,1,0,0,0,0
3305,AT2G01640,0,0,0,1,0,0,0,0,0,0,0
3306,AT2G01650,0,0,0,1,1,0,0,1,1,1,0
3307,AT2G01660,0,0,0,0,1,0,0,0,0,0,0
3308,AT2G01670,0,0,0,1,1,0,0,1,1,1,0
3309,AT2G01680,0,0,0,1,1,0,0,1,0,1,0
3310,AT2G01690,0,0,0,1,1,0,0,1,0,1,0
3311,AT2G01710,0,0,0,0,0,0,0,0,0,1,0
3312,AT2G01720,0,0,0,1,0,0,0,1,0,1,0
3313,AT2G01730,0,0,0,1,0,0,0,0,0,0,0
3314,AT2G01740,0,0,0,1,0,0,0,0,0,1,0
3315,AT2G01818,0,0,0,0,0,0,0,0,1,1,0
3316,AT2G01820,0,0,0,0,0,0,0,0,0,1,0
3317,AT2G01830,0,0,0,0,0,0,0,0,0,1,0
3318,AT2G01850,0,0,0,1,0,0,0,0,0,0,0
3319,AT2G01880,0,0,0,1,0,0,0,0,1,1,0
3320,AT2G01890,0,0,0,0,0,0,0,0,0,1,0
3321,AT2G01905,1,0,0,1,0,1,0,0,0,0,0
3322,AT2G01913,0,0,0,0,0,0,0,0,0,0,1
3323,AT2G01918,0,1,0,0,0,0,0,0,0,0,0
3324,AT2G01940,0,0,0,1,0,0,1,1,0,0,0
3325,AT2G01950,1,0,0,1,0,1,1,0,1,0,0
3326,AT2G01970,0,0,0,1,1,0,0,0,0,1,0
3327,AT2G01980,0,0,0,1,1,0,0,1,0,1,0
3328,AT2G02000,0,0,0,0,0,0,0,1,0,0,0
3329,AT2G02010,0,0,1,0,1,1,1,1,1,1,0
3330,AT2G02040,0,0,0,0,1,0,0,1,0,1,0
3331,AT2G02060,0,0,0,1,1,0,0,1,1,0,0
3332,AT2G02061,0,0,0,1,1,0,0,0,1,1,0
3333,AT2G02070,0,0,0,0,0,0,1,0,0,0,0
3334,AT2G02080,0,0,0,1,0,0,0,0,0,0,0
3335,AT2G02090,0,0,0,0,0,0,0,1,0,1,0
3336,AT2G02120,0,0,0,0,0,0,0,0,0,0,1
3337,AT2G02148,0,0,0,1,0,0,0,0,0,0,0
3338,AT2G02160,0,0,0,0,1,0,0,0,0,1,0
3339,AT2G02180,0,0,0,1,1,0,0,1,0,1,0
3340,AT2G02220,0,1,0,1,1,0,0,1,1,1,0
3341,AT2G02230,0,0,0,1,1,0,0,0,0,0,0
3342,AT2G02350,0,0,0,1,1,0,0,1,0,1,0
3343,AT2G02360,0,0,0,1,1,0,0,1,0,1,0
3344,AT2G02370,0,0,0,1,1,0,0,1,1,1,0
3345,AT2G02380,0,0,0,0,1,0,0,0,1,0,0
3346,AT2G02390,0,0,0,1,1,0,0,1,1,1,0
3347,AT2G02410,0,0,0,0,1,0,0,0,0,0,0
3348,AT2G02480,0,0,0,1,0,0,0,0,0,1,0
3349,AT2G02540,0,0,0,1,0,0,0,0,0,0,0
3350,AT2G02560,0,0,0,0,0,0,0,0,0,1,0
3351,AT2G02570,0,0,0,0,0,0,0,0,0,1,0
3352,AT2G02610,0,0,0,0,0,0,0,0,0,1,0
3353,AT2G02710,0,0,0,0,1,0,0,0,0,1,0
3354,AT2G02720,0,0,0,1,0,0,0,0,0,0,0
3355,AT2G02730,0,0,0,1,1,0,0,0,0,1,0
3356,AT2G02740,0,0,0,1,0,0,0,0,0,0,0
3357,AT2G02790,0,0,0,0,0,0,0,0,0,1,0
3358,AT2G02800,0,0,0,1,1,0,0,0,0,1,0
3359,AT2G02810,0,0,0,1,1,0,0,1,1,1,0
3360,AT2G02820,0,0,0,0,0,0,0,0,0,1,0
3361,AT2G02850,0,0,0,1,0,0,0,0,0,1,0
3362,AT2G02860,0,0,0,1,1,0,0,1,1,1,0
3363,AT2G02870,0,0,0,1,1,0,0,1,0,1,0
3364,AT2G02930,0,1,0,1,1,0,0,1,1,1,0
3365,AT2G02955,0,0,0,1,0,0,0,0,0,0,0
3366,AT2G02960,0,0,0,1,1,0,0,0,0,1,0
3367,AT2G02970,0,0,0,1,1,0,0,1,0,1,0
3368,AT2G02990,0,0,0,1,0,1,1,1,1,1,0
3369,AT2G03020,1,0,0,1,1,0,0,0,0,1,0
3370,AT2G03060,0,0,0,1,1,0,0,0,0,1,0
3371,AT2G03110,0,0,0,0,0,0,0,0,0,1,0
3372,AT2G03120,0,0,0,1,1,0,0,1,0,1,0
3373,AT2G03150,0,0,0,0,0,0,0,0,0,1,0
3374,AT2G03220,0,0,0,0,0,0,0,0,0,1,0
3375,AT2G03240,0,0,0,1,1,0,0,1,1,1,0
3376,AT2G03260,0,0,0,0,1,0,0,0,0,1,0
3377,AT2G03270,0,0,0,1,0,0,0,0,0,0,0
3378,AT2G03290,1,0,0,1,1,0,0,1,1,1,0
3379,AT2G03310,0,0,0,1,0,0,0,0,0,0,0
3380,AT2G03350,0,0,0,1,0,0,0,0,0,0,0
3381,AT2G03360,0,0,0,0,0,0,0,0,0,1,0
3382,AT2G03380,0,0,0,1,0,0,0,0,0,0,0
3383,AT2G03410,0,0,0,0,1,0,0,1,0,1,0
3384,AT2G03450,0,0,0,1,0,0,0,0,0,1,0
3385,AT2G03470,0,0,0,1,1,0,0,0,0,0,0
3386,AT2G03500,0,0,0,0,0,0,0,0,0,0,1
3387,AT2G03505,0,0,0,1,1,0,0,1,1,1,0
3388,AT2G03510,0,0,0,1,0,0,0,1,0,1,0
3389,AT2G03530,0,1,0,1,0,0,0,1,1,1,0
3390,AT2G03550,0,0,0,1,0,0,0,0,0,0,0
3391,AT2G03590,0,0,0,1,1,0,0,0,0,1,0
3392,AT2G03620,0,0,0,0,0,0,0,0,0,1,0
3393,AT2G03710,0,1,0,0,0,0,0,0,1,0,0
3394,AT2G03720,0,0,0,0,0,1,0,0,0,1,0
3395,AT2G03760,0,0,0,1,1,0,0,0,0,1,0
3396,AT2G03800,0,0,0,0,0,0,0,1,0,0,0
3397,AT2G03810,0,0,0,1,1,0,0,1,0,1,0
3398,AT2G03830,0,0,0,0,0,0,0,0,0,0,1
3399,AT2G04025,0,0,0,0,0,0,0,0,1,1,1
3400,AT2G04030,0,0,0,1,0,0,0,0,0,0,0
3401,AT2G04040,0,0,0,1,1,0,0,1,1,1,0
3402,AT2G04050,0,0,0,1,1,1,0,1,1,1,0
3403,AT2G04066,0,0,0,1,0,0,0,0,0,1,0
3404,AT2G04070,1,0,1,1,1,0,0,1,1,1,0
3405,AT2G04080,0,0,0,1,0,0,0,0,0,0,0
3406,AT2G04100,0,0,0,0,0,0,0,0,0,1,0
3407,AT2G04110,0,1,0,0,0,0,0,0,0,0,0
3408,AT2G04120,0,0,0,1,0,0,0,0,0,1,0
3409,AT2G04160,1,0,0,1,0,0,0,0,1,1,0
3410,AT2G04170,0,0,0,1,0,0,0,0,0,0,0
3411,AT2G04230,0,0,0,1,0,0,0,0,0,0,0
3412,AT2G04235,0,0,0,0,0,0,0,0,0,1,0
3413,AT2G04305,0,0,0,1,1,0,0,0,1,0,0
3414,AT2G04350,0,0,0,1,0,0,0,1,0,1,0
3415,AT2G04378,0,0,0,1,1,0,0,0,0,0,0
3416,AT2G04400,0,0,0,1,1,0,0,1,1,1,0
3417,AT2G04430,0,0,0,1,1,0,0,0,0,0,0
3418,AT2G04495,1,1,0,1,1,0,0,1,1,1,0
3419,AT2G04500,0,0,1,1,1,0,0,1,1,1,0
3420,AT2G04515,0,0,0,1,1,1,0,1,1,1,0
3421,AT2G04520,0,0,0,1,0,0,0,0,0,0,0
3422,AT2G04550,0,0,0,0,0,0,0,0,0,1,0
3423,AT2G04570,0,0,0,1,0,0,0,0,0,0,0
3424,AT2G04610,0,0,0,1,1,0,0,0,0,1,0
3425,AT2G04620,0,0,0,1,1,0,0,1,0,1,0
3426,AT2G04650,0,0,0,1,1,0,0,0,1,1,0
3427,AT2G04780,0,0,0,1,0,0,0,0,0,0,0
3428,AT2G04800,0,0,0,0,0,0,0,0,1,0,1
3429,AT2G04842,0,0,0,1,0,0,0,0,0,0,0
3430,AT2G04845,0,0,0,1,0,0,0,0,0,0,0
3431,AT2G05120,0,0,0,1,0,0,0,0,0,0,0
3432,AT2G05140,0,0,0,0,0,0,0,0,0,1,0
3433,AT2G05170,0,0,0,1,1,0,0,0,0,0,0
3434,AT2G05180,0,0,0,1,0,0,0,0,0,0,0
3435,AT2G05230,0,0,0,1,0,0,0,0,0,0,0
3436,AT2G05250,0,0,0,1,0,0,0,0,0,0,0
3437,AT2G05260,0,0,0,1,0,0,0,0,0,0,0
3438,AT2G05320,0,0,0,1,0,0,0,1,0,1,0
3439,AT2G05440,0,0,0,0,0,0,0,0,1,0,0
3440,AT2G05510,0,0,0,1,0,1,0,0,1,1,0
3441,AT2G05518,0,0,0,0,1,0,0,1,0,1,0
3442,AT2G05530,0,0,0,0,0,0,0,0,0,1,0
3443,AT2G05710,0,0,0,1,1,0,0,1,0,1,0
3444,AT2G05755,0,0,0,0,0,0,0,1,0,0,0
3445,AT2G05790,0,0,0,1,0,0,0,0,0,0,0
3446,AT2G05810,0,0,0,0,0,1,0,0,0,0,0
3447,AT2G05910,0,0,0,0,0,0,0,0,0,1,0
3448,AT2G05920,0,0,0,1,0,0,0,0,0,1,0
3449,AT2G05940,0,0,0,1,1,0,0,1,1,1,0
3450,AT2G05990,0,0,0,1,0,0,0,0,0,0,0
3451,AT2G06000,0,0,0,1,0,0,0,0,0,0,0
3452,AT2G06002,0,1,0,0,0,0,0,0,0,1,0
3453,AT2G06005,0,0,0,0,0,0,0,0,0,1,0
3454,AT2G06040,0,0,0,1,0,0,0,0,0,0,0
3455,AT2G06050,0,0,0,1,1,0,0,1,1,1,0
3456,AT2G06255,0,0,0,0,0,0,0,0,0,1,0
3457,AT2G06510,0,0,0,1,1,0,0,1,0,1,0
3458,AT2G06530,0,1,0,1,1,0,0,1,1,1,0
3459,AT2G06850,0,0,0,1,0,0,0,0,0,0,0
3460,AT2G06990,0,0,0,1,0,0,0,0,0,0,0
3461,AT2G07170,0,0,0,0,0,0,0,0,0,1,0
3462,AT2G07180,0,0,0,1,1,0,0,1,0,1,0
3463,AT2G07213,0,0,0,0,0,0,0,1,0,0,0
3464,AT2G07360,0,0,0,0,1,0,0,0,0,1,0
3465,AT2G07599,1,0,0,1,0,0,0,1,1,1,0
3466,AT2G07600,1,0,0,1,0,0,1,1,1,1,0
3467,AT2G07663,0,0,0,0,0,0,0,1,0,0,0
3468,AT2G07664,0,0,0,0,1,0,0,1,0,0,0
3469,AT2G07666,0,0,0,1,1,0,0,1,0,0,0
3470,AT2G07667,0,0,0,1,1,0,0,1,0,1,0
3471,AT2G07670,0,0,0,1,0,0,0,1,0,0,0
3472,AT2G07671,0,0,0,1,1,0,0,1,0,0,0
3473,AT2G07672,0,0,0,0,0,0,0,1,0,0,0
3474,AT2G07673,0,0,0,0,0,0,0,1,0,0,0
3475,AT2G07674,0,0,0,0,0,0,0,1,0,0,0
3476,AT2G07675,0,0,0,1,1,0,0,0,0,0,0
3477,AT2G07676,0,0,0,0,0,0,0,1,0,0,0
3478,AT2G07677,0,0,0,1,1,0,0,1,1,1,0
3479,AT2G07678,1,0,0,1,0,0,0,1,0,0,0
3480,AT2G07680,0,0,0,0,0,0,0,0,0,1,1
3481,AT2G07681,1,0,0,1,1,0,0,1,1,0,0
3482,AT2G07684,0,0,0,1,0,0,0,0,1,1,0
3483,AT2G07687,1,0,1,1,0,1,1,1,1,1,0
3484,AT2G07688,1,0,0,1,0,1,1,1,1,1,0
3485,AT2G07689,1,0,0,1,0,1,1,1,1,1,0
3486,AT2G07690,0,0,0,1,0,0,0,0,0,0,0
3487,AT2G07691,0,0,0,0,0,0,0,1,0,0,0
3488,AT2G07692,0,0,0,0,0,0,0,1,0,0,0
3489,AT2G07695,0,0,0,1,1,0,0,1,1,1,0
3490,AT2G07696,0,0,0,1,1,0,0,1,1,1,0
3491,AT2G07698,1,0,0,1,0,1,0,1,1,1,0
3492,AT2G07699,1,0,0,1,1,1,0,1,1,1,0
3493,AT2G07701,0,0,0,1,1,0,0,1,0,0,0
3494,AT2G07702,0,0,0,1,0,0,0,1,1,0,0
3495,AT2G07705,0,0,0,1,0,0,0,1,0,1,0
3496,AT2G07706,0,0,0,0,0,0,0,1,0,0,0
3497,AT2G07707,0,0,0,1,0,1,0,0,1,1,0
3498,AT2G07708,1,0,0,1,1,0,1,1,1,1,0
3499,AT2G07709,1,0,0,1,1,0,0,1,1,1,0
3500,AT2G07711,1,0,1,1,0,1,0,1,1,1,0
3501,AT2G07712,1,0,1,1,0,1,1,1,1,1,0
3502,AT2G07713,0,0,0,0,1,0,0,1,0,0,0
3503,AT2G07714,0,0,0,1,0,0,0,1,0,1,0
3504,AT2G07715,0,0,0,1,1,0,0,1,0,0,0
3505,AT2G07716,0,0,0,1,1,0,1,1,1,1,0
3506,AT2G07717,1,0,0,1,0,1,0,1,1,1,0
3507,AT2G07718,0,0,0,1,0,0,0,1,1,1,0
3508,AT2G07719,0,0,0,1,0,0,0,1,0,0,0
3509,AT2G07721,1,0,0,0,0,0,1,1,0,0,0
3510,AT2G07722,1,0,0,1,1,0,0,1,1,1,0
3511,AT2G07723,0,0,0,1,1,0,0,1,1,1,0
3512,AT2G07724,0,0,0,1,1,0,1,1,0,1,0
3513,AT2G07725,1,0,0,1,1,0,0,1,0,1,0
3514,AT2G07726,1,0,0,1,1,0,0,1,1,1,0
3515,AT2G07727,1,0,1,1,0,1,1,1,1,1,0
3516,AT2G07728,0,0,0,0,1,0,0,1,0,0,0
3517,AT2G07731,0,0,0,0,0,0,0,1,0,0,0
3518,AT2G07732,1,0,0,1,1,1,0,1,1,1,0
3519,AT2G07733,1,0,1,1,1,0,0,1,1,1,0
3520,AT2G07734,1,0,0,1,0,1,1,1,1,1,0
3521,AT2G07738,0,0,0,0,0,0,0,1,0,0,0
3522,AT2G07739,0,0,0,1,1,0,0,1,0,0,0
3523,AT2G07741,1,0,0,1,1,1,0,1,1,1,0
3524,AT2G07747,1,0,0,1,1,1,0,1,1,1,0
3525,AT2G07749,0,0,0,1,0,0,0,1,0,0,0
3526,AT2G07751,0,0,0,1,1,0,1,0,1,1,0
3527,AT2G07753,0,0,0,0,0,0,0,0,0,1,0
3528,AT2G07756,0,0,0,0,0,0,0,1,0,0,0
3529,AT2G07757,0,0,0,0,0,0,0,1,0,0,0
3530,AT2G07758,0,0,0,0,0,0,0,1,0,0,0
3531,AT2G07761,0,0,0,0,0,0,0,0,0,1,0
3532,AT2G07766,0,0,0,0,0,0,0,1,0,1,0
3533,AT2G07768,0,0,0,1,1,0,0,1,0,0,0
3534,AT2G07771,1,0,0,1,1,0,0,1,1,0,0
3535,AT2G07772,0,0,0,0,0,0,0,1,0,0,0
3536,AT2G07773,1,0,0,1,0,0,0,1,0,1,0
3537,AT2G07774,0,0,0,1,1,0,1,1,0,1,0
3538,AT2G07775,0,0,0,0,1,0,0,1,0,1,0
3539,AT2G07776,0,0,0,0,0,0,0,1,1,0,0
3540,AT2G07777,0,0,0,0,1,0,0,1,0,0,0
3541,AT2G07779,0,0,0,1,0,0,0,1,0,1,0
3542,AT2G07783,0,0,0,1,1,0,0,0,1,1,0
3543,AT2G07785,1,0,0,1,1,1,0,1,1,1,0
3544,AT2G07786,1,0,0,1,1,0,0,0,0,0,0
