,0,3OH10,chitooctaose,self,sflg,smock,snlp,sOGs,spep
110,AT1G06540,1,0,1,1,0,1,1,1
111,AT1G06570,0,0,0,1,0,1,0,0
112,AT1G06620,0,0,1,1,0,0,0,1
113,AT1G06770,0,0,0,1,0,0,0,0
114,AT1G06800,0,0,0,1,0,1,0,1
115,AT1G06830,0,0,1,1,0,1,1,1
116,AT1G06840,0,0,0,1,0,0,0,1
117,AT1G06970,0,0,0,0,0,1,0,0
118,AT1G07000,0,1,1,1,0,1,1,1
119,AT1G07020,0,0,1,1,0,1,1,1
120,AT1G07030,0,0,0,1,0,0,0,0
121,AT1G07128,0,0,1,1,0,1,0,1
122,AT1G07130,0,0,1,1,0,1,0,1
123,AT1G07135,0,0,1,1,0,1,1,1
124,AT1G07150,0,0,0,1,0,0,0,0
125,AT1G07160,0,0,1,1,0,1,1,1
126,AT1G07170,0,0,1,0,0,0,0,0
127,AT1G07175,0,0,0,1,0,0,0,0
128,AT1G07240,0,0,1,1,0,1,1,1
129,AT1G07300,0,0,0,1,0,1,1,0
130,AT1G07310,0,0,0,1,0,0,0,0
131,AT1G07350,0,1,0,0,0,1,0,0
132,AT1G07390,0,0,0,0,0,0,0,1
133,AT1G07400,0,0,1,0,1,0,1,0
134,AT1G07430,0,1,0,0,0,0,0,0
135,AT1G07473,0,0,0,1,0,0,0,0
136,AT1G07520,0,0,1,1,0,0,1,1
137,AT1G07570,0,0,1,1,0,0,0,0
138,AT1G07620,0,1,1,1,0,1,1,1
139,AT1G07630,0,1,1,1,0,1,1,1
140,AT1G07650,0,1,1,1,0,0,0,1
141,AT1G07880,0,0,1,0,0,0,1,0
142,AT1G07885,0,0,1,1,0,1,1,1
143,AT1G07890,0,0,1,1,0,1,1,0
144,AT1G07900,0,1,1,1,0,1,0,1
145,AT1G07990,0,0,0,1,0,0,0,0
146,AT1G08050,1,1,1,1,0,1,1,1
147,AT1G08250,1,1,1,1,0,1,1,1
148,AT1G08290,0,0,0,0,0,0,0,1
149,AT1G08315,0,0,0,1,0,1,0,0
150,AT1G08350,0,0,0,1,0,0,0,0
151,AT1G08450,1,1,1,1,0,1,1,1
152,AT1G08630,0,0,1,1,0,1,0,1
153,AT1G08800,0,0,0,0,0,0,0,1
154,AT1G08830,0,0,1,1,0,1,1,0
155,AT1G08860,0,0,1,1,0,0,0,0
156,AT1G08920,0,0,0,0,0,0,0,1
157,AT1G08930,0,0,1,1,0,1,1,1
158,AT1G08940,0,0,1,1,0,1,1,1
159,AT1G09070,0,0,1,1,0,0,1,0
160,AT1G09080,0,0,1,1,0,1,1,1
161,AT1G09180,0,0,1,0,0,0,0,0
162,AT1G09195,0,0,1,1,0,0,0,0
163,AT1G09400,0,0,1,0,0,0,0,0
164,AT1G09430,0,0,1,1,0,0,0,0
165,AT1G09480,0,0,0,0,0,1,0,0
166,AT1G09560,0,0,1,1,0,1,1,1
167,AT1G09575,0,0,1,1,0,1,0,1
168,AT1G09630,0,0,1,1,0,1,0,0
169,AT1G09645,0,0,1,1,0,1,0,0
170,AT1G09730,0,0,0,1,0,0,0,0
171,AT1G09794,0,0,1,1,0,1,0,1
172,AT1G09815,0,0,0,0,0,1,0,0
173,AT1G09930,0,0,0,0,0,0,1,0
174,AT1G09932,1,1,1,1,0,1,1,1
175,AT1G09940,0,0,1,1,0,1,1,1
176,AT1G09950,0,0,0,0,0,0,1,0
177,AT1G09970,1,0,1,1,0,1,1,1
178,AT1G10000,0,0,0,0,0,1,0,0
179,AT1G10040,0,0,1,1,0,1,1,1
180,AT1G10050,0,0,1,1,0,1,1,1
181,AT1G10140,0,0,1,1,0,1,1,1
182,AT1G10150,0,0,0,1,0,0,0,0
183,AT1G10170,0,0,0,1,0,0,0,0
184,AT1G10290,0,0,0,1,0,0,0,0
185,AT1G10340,0,1,1,1,0,1,1,1
186,AT1G10370,0,0,1,1,0,0,1,0
187,AT1G10410,0,0,1,1,0,1,1,1
188,AT1G10417,1,1,1,1,0,1,1,1
189,AT1G10480,0,0,0,0,0,0,1,1
190,AT1G10560,0,0,0,1,0,0,0,0
191,AT1G10580,0,0,0,1,0,0,0,0
192,AT1G10585,0,0,1,1,0,1,1,0
193,AT1G10650,0,0,0,1,0,0,0,1
194,AT1G10700,0,0,1,1,0,1,0,0
195,AT1G10720,0,0,1,1,0,1,0,0
196,AT1G10740,0,0,0,1,0,0,0,0
197,AT1G10865,0,0,0,0,0,1,0,0
198,AT1G10890,0,0,0,1,0,0,0,0
199,AT1G10900,0,0,1,1,0,0,0,0
200,AT1G10990,0,0,0,1,0,1,0,1
201,AT1G11000,0,0,0,1,0,0,0,0
202,AT1G11050,0,0,0,1,0,1,0,1
203,AT1G11100,1,0,1,1,0,1,1,1
204,AT1G11125,0,0,1,0,0,0,0,1
205,AT1G11185,0,0,1,1,0,1,1,1
206,AT1G11200,0,0,1,1,0,1,1,1
207,AT1G11210,0,0,0,0,0,0,1,0
208,AT1G11250,0,0,0,0,0,1,0,0
209,AT1G11300,0,1,1,1,0,1,0,1
210,AT1G11310,0,0,1,1,0,1,1,1
211,AT1G11330,0,1,1,0,0,1,0,1
212,AT1G11362,0,0,1,1,0,0,0,0
213,AT1G11400,0,0,0,1,0,0,0,0
214,AT1G11540,0,0,0,1,0,0,0,0
215,AT1G11670,0,0,0,0,0,0,0,1
216,AT1G11890,0,0,1,0,0,0,0,0
217,AT1G11905,0,0,0,1,0,1,0,0
218,AT1G11920,0,0,0,1,0,0,1,0
219,AT1G11925,0,0,1,1,0,1,1,1
220,AT1G11960,0,0,0,1,0,0,0,0
221,AT1G12030,0,0,1,1,0,1,1,1
222,AT1G12064,0,0,1,0,0,0,0,0
223,AT1G12150,0,0,0,0,0,0,1,0
224,AT1G12180,0,0,1,0,0,0,0,0
225,AT1G12200,0,0,1,1,0,1,1,1
226,AT1G12210,0,0,0,1,0,0,0,0
227,AT1G12220,0,0,0,1,0,0,0,0
228,AT1G12290,0,0,0,1,0,0,0,0
229,AT1G12360,0,0,1,1,0,1,1,1
230,AT1G12420,0,0,1,1,0,1,0,0
231,AT1G12490,0,0,0,0,0,1,0,0
232,AT1G12600,0,0,0,0,0,1,0,0
233,AT1G12750,0,0,1,1,0,1,1,1
234,AT1G12760,0,0,1,1,0,1,0,1
235,AT1G12855,0,0,0,0,0,1,0,0
236,AT1G12880,0,0,0,0,0,1,0,0
237,AT1G12940,0,1,1,0,0,0,1,0
238,AT1G12950,0,0,0,0,0,0,0,1
239,AT1G12970,0,0,0,1,0,0,0,0
240,AT1G12980,0,0,1,0,0,0,0,0
241,AT1G13000,0,0,1,1,0,1,0,0
242,AT1G13080,0,1,1,0,0,0,0,0
243,AT1G13100,0,0,1,1,0,0,0,0
244,AT1G13110,0,1,1,1,0,1,1,1
245,AT1G13180,0,0,0,1,0,0,0,0
246,AT1G13195,0,0,0,1,0,0,0,0
247,AT1G13210,0,0,1,1,0,1,1,1
248,AT1G13245,0,0,1,0,0,0,0,0
249,AT1G13260,0,0,1,1,0,0,0,0
250,AT1G13340,0,0,1,1,0,1,1,1
251,AT1G13360,0,0,1,1,0,1,0,0
252,AT1G13370,0,0,0,0,0,1,0,0
253,AT1G13390,0,0,0,1,0,0,0,0
254,AT1G13410,0,0,0,1,0,0,0,0
255,AT1G13420,0,0,0,0,0,0,1,0
256,AT1G13450,0,0,0,1,0,0,0,0
257,AT1G13470,1,1,1,1,0,1,1,1
258,AT1G13480,0,1,1,1,0,1,1,1
259,AT1G13500,0,0,0,0,0,1,1,1
260,AT1G13510,0,0,1,1,0,1,1,1
261,AT1G13520,0,1,1,1,0,1,1,1
262,AT1G13530,0,0,1,1,0,1,1,1
263,AT1G13540,0,0,1,1,0,1,1,0
264,AT1G13550,1,0,1,1,0,1,1,1
265,AT1G13580,0,0,0,1,0,0,0,0
266,AT1G13590,0,0,1,1,0,0,0,0
267,AT1G13830,0,0,0,0,0,1,0,0
268,AT1G13960,0,0,1,1,0,0,0,0
269,AT1G13990,0,0,1,1,0,1,0,0
270,AT1G14000,0,0,1,1,0,1,0,0
271,AT1G14040,0,0,1,1,0,1,1,1
272,AT1G14170,0,0,1,1,0,1,0,1
273,AT1G14200,1,1,1,1,0,1,1,1
274,AT1G14260,0,0,1,1,0,1,1,1
275,AT1G14330,0,0,1,1,0,1,0,1
276,AT1G14360,0,0,1,1,0,1,1,1
277,AT1G14370,0,0,1,1,0,1,1,1
278,AT1G14420,0,0,0,0,0,1,0,0
279,AT1G14510,0,0,0,1,0,0,0,0
280,AT1G14540,0,0,1,1,0,1,1,1
281,AT1G14550,0,0,1,1,0,1,1,1
282,AT1G14560,0,0,1,0,0,0,0,0
283,AT1G14640,0,0,1,1,0,1,1,1
284,AT1G14642,0,0,1,1,0,1,0,1
285,AT1G14650,0,0,0,1,0,0,0,0
286,AT1G14680,0,0,0,0,0,1,0,0
287,AT1G14730,0,0,1,1,0,1,0,0
288,AT1G14740,0,0,1,1,0,1,1,1
289,AT1G14780,0,1,1,1,0,0,1,1
290,AT1G14830,0,0,0,1,0,0,0,0
291,AT1G14870,0,1,1,1,0,1,1,1
292,AT1G14880,0,0,1,0,0,1,0,0
293,AT1G15010,0,0,0,0,0,0,1,0
294,AT1G15030,0,0,0,1,0,0,0,0
295,AT1G15040,0,0,0,1,0,0,1,1
296,AT1G15125,0,0,0,0,0,1,0,1
297,AT1G15190,0,0,1,1,0,1,0,1
298,AT1G15270,0,0,1,0,0,0,0,0
299,AT1G15330,0,0,0,0,0,0,0,1
300,AT1G15350,0,0,0,1,0,0,0,0
301,AT1G15385,0,0,0,1,0,0,0,1
302,AT1G15400,0,0,1,1,0,1,0,0
303,AT1G15415,0,0,1,1,0,1,1,1
304,AT1G15430,0,0,1,1,0,1,1,1
305,AT1G15520,1,1,1,1,0,1,1,1
306,AT1G15530,0,0,1,1,0,1,1,1
307,AT1G15540,0,0,0,1,0,1,0,1
308,AT1G15580,0,0,1,0,0,1,0,1
309,AT1G15670,0,0,1,1,0,1,0,1
310,AT1G15790,0,0,1,0,0,1,0,1
311,AT1G15800,0,0,1,1,0,1,1,1
312,AT1G15880,0,0,1,1,0,0,0,0
313,AT1G15890,0,0,1,1,0,1,1,1
314,AT1G15900,0,0,0,1,0,1,0,0
315,AT1G15950,0,0,0,1,0,0,0,0
316,AT1G16090,0,0,1,1,0,1,1,1
317,AT1G16110,0,0,1,1,0,1,1,1
318,AT1G16120,0,0,1,0,0,0,1,0
319,AT1G16130,0,0,1,1,0,1,1,1
320,AT1G16140,0,0,0,0,0,0,1,0
321,AT1G16150,1,1,1,1,0,1,1,1
322,AT1G16160,0,0,1,1,0,1,1,1
323,AT1G16220,0,0,0,0,0,0,0,1
324,AT1G16240,0,0,1,1,0,0,0,0
325,AT1G16260,0,0,1,1,0,0,0,1
326,AT1G16300,0,0,0,1,0,0,0,0
327,AT1G16370,0,0,1,0,0,0,0,1
328,AT1G16420,1,1,1,1,0,1,1,1
329,AT1G16430,0,0,0,0,0,1,0,0
330,AT1G16480,0,0,0,1,0,0,0,0
331,AT1G16500,0,0,0,0,0,1,0,1
332,AT1G16540,0,0,1,1,0,1,0,0
333,AT1G16640,0,1,1,1,0,1,1,1
334,AT1G16670,0,0,1,1,0,1,1,1
335,AT1G17060,0,0,1,1,0,0,0,1
336,AT1G17090,0,0,0,0,1,0,0,0
337,AT1G17147,0,0,1,1,0,1,1,1
338,AT1G17170,0,0,1,1,0,1,1,1
339,AT1G17180,0,0,1,1,0,1,0,1
340,AT1G17240,0,0,1,1,0,0,1,0
341,AT1G17290,0,0,1,1,0,1,0,1
342,AT1G17330,0,0,1,1,0,1,1,1
343,AT1G17340,0,0,0,1,0,0,0,0
344,AT1G17380,0,0,1,1,0,1,1,1
345,AT1G17400,0,0,1,0,0,0,0,0
346,AT1G17420,0,0,1,1,0,1,1,1
347,AT1G17600,0,0,1,1,0,1,0,1
348,AT1G17710,0,0,0,0,1,1,0,0
349,AT1G17720,0,0,0,1,0,0,0,0
350,AT1G17730,0,0,0,0,0,1,0,0
351,AT1G17745,0,0,0,0,0,1,0,1
352,AT1G17750,0,0,0,1,0,1,0,1
353,AT1G17860,0,0,1,1,0,1,1,1
354,AT1G17890,0,0,1,1,0,0,0,0
355,AT1G17990,0,0,1,1,0,1,1,0
356,AT1G18020,0,0,1,1,0,1,1,0
357,AT1G18140,0,0,0,0,0,0,0,1
358,AT1G18160,0,0,0,1,0,0,0,0
359,AT1G18200,0,0,1,1,0,0,1,1
360,AT1G18210,0,0,1,1,0,1,1,1
361,AT1G18290,0,0,1,1,0,1,1,1
362,AT1G18300,0,0,1,1,0,1,1,1
363,AT1G18350,0,1,0,0,0,0,0,1
364,AT1G18382,0,0,1,1,0,1,1,1
365,AT1G18390,0,1,1,1,0,1,1,1
366,AT1G18480,0,0,0,1,0,0,0,0
367,AT1G18570,1,1,1,1,0,1,1,1
368,AT1G18590,0,0,1,1,0,1,1,0
369,AT1G18710,0,0,1,0,0,0,0,0
370,AT1G18720,0,0,1,0,0,0,0,0
371,AT1G18740,0,0,1,0,0,0,1,0
372,AT1G18835,0,0,0,0,0,0,1,1
373,AT1G18860,0,0,0,1,0,1,0,1
374,AT1G18890,0,0,1,1,0,1,1,1
375,AT1G18900,0,0,0,1,0,1,0,1
376,AT1G19020,1,1,1,1,0,1,1,1
377,AT1G19050,0,0,1,0,0,1,0,0
378,AT1G19130,0,0,0,0,0,1,0,0
379,AT1G19180,0,0,1,1,0,1,1,1
380,AT1G19190,0,0,0,0,0,1,1,0
381,AT1G19250,0,0,1,1,0,1,1,0
382,AT1G19270,0,0,1,1,0,0,0,0
383,AT1G19300,0,0,0,0,0,1,0,0
384,AT1G19310,0,0,1,1,0,1,1,1
385,AT1G19320,0,1,1,1,0,1,1,1
386,AT1G19330,0,0,1,0,0,0,1,0
387,AT1G19360,0,0,1,1,0,1,0,1
388,AT1G19380,1,1,1,1,0,1,1,1
389,AT1G19394,0,0,0,1,0,0,0,0
390,AT1G19396,0,0,0,1,0,0,0,0
391,AT1G19397,0,0,0,1,0,0,0,0
392,AT1G19530,0,0,1,1,0,0,0,0
393,AT1G19540,0,0,1,0,0,0,0,0
394,AT1G19610,0,0,1,1,0,1,1,1
395,AT1G19670,0,0,0,1,0,1,0,0
396,AT1G19770,0,0,1,0,0,0,1,1
397,AT1G19840,0,0,0,0,0,0,0,1
398,AT1G19980,0,0,0,1,0,0,0,0
399,AT1G20100,0,0,0,1,0,0,0,0
400,AT1G20310,0,0,1,1,0,1,1,1
401,AT1G20350,0,0,1,1,0,1,0,0
402,AT1G20400,0,0,0,1,0,0,0,0
403,AT1G20460,0,0,0,1,0,0,0,0
404,AT1G20490,0,0,0,0,0,0,0,1
405,AT1G20510,0,0,1,1,0,1,1,1
406,AT1G20640,0,0,0,1,0,0,0,0
407,AT1G20680,0,0,1,0,0,1,1,1
408,AT1G20740,0,0,1,1,0,0,1,0
409,AT1G20780,0,0,1,1,0,0,0,1
410,AT1G20823,0,0,0,0,0,0,1,0
411,AT1G20925,0,0,0,0,0,1,0,0
412,AT1G20980,0,0,0,1,0,0,0,0
413,AT1G21000,0,0,1,0,0,1,0,0
414,AT1G21010,0,0,1,1,0,1,1,1
415,AT1G21050,0,0,0,0,0,1,0,0
416,AT1G21080,0,0,1,1,0,1,1,0
417,AT1G21100,0,0,1,1,0,1,1,1
418,AT1G21110,1,1,1,1,0,1,1,1
419,AT1G21120,1,1,1,1,0,1,1,1
420,AT1G21130,0,0,1,1,0,1,1,1
421,AT1G21140,0,0,0,0,0,0,0,1
422,AT1G21210,0,0,0,1,0,0,0,0
423,AT1G21230,0,0,0,1,0,0,1,1
424,AT1G21240,1,1,1,1,0,1,1,1
425,AT1G21245,1,1,1,1,0,1,1,1
426,AT1G21250,1,1,0,0,0,1,1,1
427,AT1G21320,0,0,0,0,0,1,0,0
428,AT1G21326,0,0,1,1,0,1,1,1
429,AT1G21340,0,0,0,0,0,0,1,0
430,AT1G21370,0,0,1,1,0,1,0,1
431,AT1G21380,0,0,0,1,0,0,0,1
432,AT1G21450,0,0,1,1,0,1,1,1
433,AT1G21520,0,0,1,0,0,1,1,1
434,AT1G21550,0,0,1,1,0,1,1,1
435,AT1G21580,0,0,0,1,0,0,0,0
436,AT1G21590,0,0,0,0,0,1,0,1
437,AT1G21670,0,0,1,1,0,0,0,1
438,AT1G21695,0,0,0,0,0,1,0,0
439,AT1G21900,0,0,1,1,0,1,0,1
440,AT1G22070,0,1,1,1,0,1,0,1
441,AT1G22150,0,0,0,0,0,1,1,0
442,AT1G22180,0,0,1,1,0,1,1,1
443,AT1G22210,0,0,0,1,0,1,0,0
444,AT1G22240,0,0,1,0,0,1,0,0
445,AT1G22250,0,0,1,1,0,1,0,0
446,AT1G22280,0,0,1,1,0,1,1,1
447,AT1G22400,0,1,1,1,0,1,1,1
448,AT1G22403,0,0,0,1,0,0,0,0
449,AT1G22410,0,0,1,1,0,1,1,1
450,AT1G22510,0,0,0,0,0,1,1,0
451,AT1G22640,0,0,0,0,0,1,0,0
452,AT1G22650,0,1,1,1,0,1,1,1
453,AT1G22810,0,0,1,1,0,1,1,1
454,AT1G22870,0,0,0,1,0,0,0,0
455,AT1G22885,0,0,1,1,0,1,1,1
456,AT1G22890,0,0,1,1,0,1,1,1
457,AT1G22900,0,0,1,1,0,1,1,1
458,AT1G22985,0,0,0,1,0,1,0,0
459,AT1G23060,1,0,0,0,0,0,0,0
460,AT1G23120,0,0,0,0,0,1,0,0
461,AT1G23130,0,0,1,0,0,0,0,0
462,AT1G23140,0,0,1,0,0,0,0,0
463,AT1G23170,0,0,1,1,0,0,0,0
464,AT1G23200,0,0,1,1,0,1,1,0
465,AT1G23220,0,0,1,1,0,1,0,1
466,AT1G23380,0,0,0,0,0,0,0,1
467,AT1G23440,0,0,1,1,0,1,0,0
468,AT1G23450,0,0,0,1,0,0,0,0
469,AT1G23460,0,0,0,1,0,0,0,0
470,AT1G23550,0,0,1,1,0,1,1,1
471,AT1G23560,0,0,1,1,0,1,1,1
472,AT1G23710,0,0,1,1,0,1,1,1
473,AT1G23730,0,0,0,1,0,1,1,1
474,AT1G23830,0,0,0,0,0,1,0,1
475,AT1G23840,0,1,1,1,0,1,1,1
476,AT1G23850,0,0,1,1,0,1,1,1
477,AT1G23900,0,0,0,1,0,0,0,0
478,AT1G24100,0,0,1,1,0,1,1,1
479,AT1G24140,0,0,1,1,0,1,1,1
480,AT1G24145,1,1,1,1,0,1,1,1
481,AT1G24147,0,1,1,1,0,1,1,1
482,AT1G24150,0,0,1,1,0,1,1,1
483,AT1G24270,1,1,1,1,0,1,1,0
484,AT1G24350,0,0,0,1,0,0,0,0
485,AT1G24440,0,0,0,1,0,0,0,0
486,AT1G24460,0,0,0,1,0,0,0,0
487,AT1G24530,0,0,1,0,0,0,0,0
488,AT1G24570,0,0,1,0,0,0,0,0
489,AT1G24577,0,0,0,0,0,1,0,0
490,AT1G24600,0,0,0,1,0,0,0,0
491,AT1G24807,1,1,1,1,0,1,1,1
492,AT1G24909,1,1,1,1,0,1,1,1
493,AT1G25083,1,1,1,1,0,1,1,1
494,AT1G25155,1,1,1,1,0,1,1,1
495,AT1G25220,1,1,1,1,0,1,1,1
496,AT1G25275,0,0,1,1,0,1,1,1
497,AT1G25280,0,0,0,1,0,1,0,0
498,AT1G25370,0,0,1,1,0,1,1,1
499,AT1G25390,1,1,1,1,0,1,1,1
500,AT1G25400,0,0,1,1,0,1,1,1
501,AT1G25460,0,0,1,0,0,0,0,0
502,AT1G25550,0,0,1,1,0,0,0,0
503,AT1G25560,0,0,1,1,0,0,0,1
504,AT1G25570,0,0,1,0,0,0,0,0
505,AT1G26130,0,0,1,1,0,0,0,0
506,AT1G26240,0,1,0,1,0,0,1,1
507,AT1G26300,0,0,0,0,0,1,0,0
508,AT1G26380,1,1,1,1,0,1,1,1
509,AT1G26390,0,0,0,1,0,1,0,0
510,AT1G26410,1,1,1,1,0,1,1,1
511,AT1G26420,1,1,1,1,0,1,1,1
512,AT1G26440,0,0,1,1,0,0,0,1
513,AT1G26580,0,0,0,1,0,0,0,0
514,AT1G26620,0,0,0,1,0,0,0,0
515,AT1G26690,0,0,1,1,0,1,1,1
516,AT1G26730,0,0,1,1,0,1,1,1
517,AT1G26800,0,0,1,1,0,1,1,1
518,AT1G27020,0,1,1,0,0,1,1,1
519,AT1G27100,0,0,0,1,0,0,1,0
520,AT1G27110,0,0,0,0,0,0,0,1
521,AT1G27130,0,0,1,1,0,1,0,1
522,AT1G27180,0,0,0,1,0,0,0,0
523,AT1G27330,0,1,1,1,0,1,1,1
524,AT1G27350,0,0,1,1,0,1,1,1
525,AT1G27500,0,0,0,1,0,0,0,0
526,AT1G27610,0,0,0,0,0,0,1,0
527,AT1G27620,0,0,0,0,1,0,0,0
528,AT1G27710,0,0,0,1,0,1,1,0
529,AT1G27720,0,0,1,1,0,1,1,0
530,AT1G27730,0,0,1,1,0,1,1,1
531,AT1G27760,0,0,0,1,0,0,0,0
532,AT1G27770,0,0,1,1,0,1,1,1
533,AT1G27890,0,0,0,1,0,0,0,0
534,AT1G28010,0,0,1,1,0,0,0,1
535,AT1G28050,0,0,1,1,0,1,0,0
536,AT1G28190,0,0,1,1,0,1,1,1
537,AT1G28240,0,0,0,1,0,0,0,0
538,AT1G28250,0,0,1,1,0,0,0,0
539,AT1G28280,0,0,1,1,0,1,1,1
540,AT1G28370,0,0,1,1,0,1,1,1
541,AT1G28380,0,0,1,1,0,1,1,1
542,AT1G28390,1,1,1,1,0,1,1,1
543,AT1G28480,0,0,1,1,0,1,1,1
544,AT1G28540,0,0,1,0,0,1,0,0
545,AT1G28680,0,0,1,1,0,1,1,1
546,AT1G29000,0,0,0,0,0,1,0,0
547,AT1G29060,0,0,1,1,0,1,1,0
548,AT1G29120,0,0,1,1,0,1,0,1
549,AT1G29195,0,0,0,0,0,0,1,0
550,AT1G29290,0,0,1,1,0,1,1,1
551,AT1G29300,0,0,0,0,0,0,0,1
552,AT1G29330,0,0,0,1,0,1,1,1
553,AT1G29340,0,0,0,1,0,0,0,0
554,AT1G29357,0,0,0,0,0,1,1,0
555,AT1G29400,0,0,0,1,0,0,0,0
556,AT1G29540,0,0,0,0,0,1,0,0
