,0,3OH10,chitooctaose,self,sflg,smock,snlp,sOGs,spep
464,AT3G11570,0,1,0,0,0,0,0,0
465,AT3G11690,0,1,1,1,0,0,1,1
466,AT3G12610,0,0,0,1,0,0,0,0
467,AT3G12690,0,0,1,0,0,1,0,0
468,AT3G12920,0,0,1,1,0,1,0,1
469,AT3G13672,0,0,0,0,0,1,1,0
470,AT3G13674,0,0,0,0,0,0,0,1
471,AT3G13682,0,0,0,0,0,0,1,0
472,AT3G13810,0,1,1,0,0,0,0,1
473,AT3G13980,0,0,0,1,0,0,0,1
474,AT3G14330,0,0,1,0,0,0,0,0
475,AT3G14370,0,0,1,1,0,0,1,0
476,AT3G14560,0,0,0,1,0,0,0,0
477,AT3G14810,0,0,0,1,0,0,1,0
478,AT3G15450,0,0,0,0,1,0,0,0
479,AT3G15570,0,0,1,0,0,0,1,0
480,AT3G17070,0,0,0,0,0,0,0,1
481,AT3G17130,0,0,0,1,0,0,1,0
482,AT3G17580,1,0,0,1,0,0,1,0
483,AT3G18200,0,0,0,1,0,0,0,0
484,AT3G18217,0,0,0,0,0,0,1,0
485,AT3G18310,0,0,1,0,0,0,0,0
486,AT3G18320,0,0,1,1,0,0,0,0
487,AT3G18773,0,0,0,0,0,0,1,0
488,AT3G19230,0,1,0,0,0,0,0,0
489,AT3G19680,1,1,1,1,0,1,1,1
490,AT3G19850,0,0,1,0,0,1,1,1
491,AT3G20015,0,0,0,1,0,0,1,1
492,AT3G20395,0,0,1,0,0,0,1,1
493,AT3G20820,0,0,0,0,0,0,1,0
494,AT3G21500,1,0,0,0,0,0,0,0
495,AT3G21560,0,0,0,1,0,0,1,0
496,AT3G21760,0,0,0,1,0,0,0,0
497,AT3G22104,0,1,1,0,0,0,1,1
498,AT3G22470,0,0,1,0,0,0,0,0
499,AT3G22540,0,0,0,1,0,0,0,0
500,AT3G22560,0,0,0,1,0,0,1,0
501,AT3G22670,0,0,0,1,0,0,0,0
502,AT3G22886,0,0,0,0,0,0,1,1
503,AT3G23410,0,1,0,0,0,0,1,0
504,AT3G23740,0,0,0,0,0,0,1,0
505,AT3G23880,0,1,0,0,0,0,1,1
506,AT3G24070,0,0,1,0,0,0,0,0
507,AT3G24300,0,0,0,0,0,0,1,0
508,AT3G24760,0,0,1,1,0,0,0,0
509,AT3G25640,0,0,0,1,0,0,0,0
510,AT3G25717,0,0,0,1,0,0,1,1
511,AT3G25870,0,0,1,1,0,0,0,0
512,AT3G25905,0,0,0,0,0,0,1,0
513,AT3G25930,0,0,0,1,0,0,0,0
514,AT3G26134,0,0,0,0,0,0,1,0
515,AT3G26240,0,0,1,0,0,1,0,0
516,AT3G26750,0,0,1,0,0,0,0,0
517,AT3G26932,0,0,1,1,0,0,1,1
518,AT3G26960,0,1,0,0,0,0,0,0
519,AT3G27220,0,0,0,1,0,0,0,1
520,AT3G27510,0,0,0,1,0,0,1,0
521,AT3G27831,0,0,0,1,0,0,0,0
522,AT3G27865,0,0,0,1,0,0,0,0
523,AT3G27920,0,0,0,0,0,0,1,0
524,AT3G28007,0,0,0,0,0,0,1,0
525,AT3G28150,0,0,1,1,0,1,0,1
526,AT3G28270,0,1,0,1,0,0,0,0
527,AT3G28330,0,0,1,1,0,0,0,0
528,AT3G28540,0,0,0,1,0,0,0,0
529,AT3G28740,0,0,0,1,0,0,0,0
530,AT3G28960,0,0,0,0,0,0,0,1
531,AT3G29639,0,0,0,1,0,0,0,1
532,AT3G30180,0,1,1,1,0,1,1,1
533,AT3G30460,0,0,0,1,0,0,0,0
534,AT3G30720,0,0,0,1,0,0,0,1
535,AT3G32040,0,0,0,1,0,0,0,0
536,AT3G42800,0,0,0,0,0,0,1,1
537,AT3G43110,0,0,0,1,0,0,0,0
538,AT3G45210,0,0,1,0,0,0,0,0
539,AT3G45260,0,0,1,0,0,0,0,0
540,AT3G45390,0,0,1,0,0,0,0,0
541,AT3G45410,0,0,0,0,0,0,1,0
542,AT3G45680,0,0,0,0,0,0,1,0
543,AT3G45800,0,0,0,1,0,0,0,1
544,AT3G46130,0,1,1,1,0,0,0,1
545,AT3G46720,0,0,0,1,0,0,0,0
546,AT3G46990,0,0,1,0,0,0,0,0
547,AT3G47500,0,0,1,1,0,0,1,1
